x_site,y_site,n,slope,intercept,r2
9.2,20.2,28,1.1429280026945756,-0.04727423608291922,0.9740243166442017
12.1_5.2,20.2,10,0.7804519475020911,0.6504365555987722,0.8168798901548789
13.1_33.2,20.2,12,0.1488683769473729,6.418991833809912,0.1546216112949652
14.1,20.2,62,0.7839283844991985,0.5299075412915548,0.9442512278031838
15.1,20.2,61,2.219284025033606,-1.332702548906249,0.8583608428487295
18.1_26.1,20.2,62,0.70368729191322,0.33208072307993064,0.9098072155247783
20.2,20.2,62,1.0000000000000002,-1.3990246387188737e-15,1
21.1,20.2,55,0.8265221967694486,0.17378597897645803,0.9682533107240209
22.1,20.2,58,0.718303708818773,0.6066496855175922,0.8341586615840871
23.1,20.2,38,0.8463650665511664,0.08737407566573442,0.9332306508088288
28.1,20.2,49,4.781094533806995,-5.125099067884139,0.9076406563124821
29.1,20.2,58,0.7597943555484847,0.34154845634169406,0.9217479292507567
31.2,20.2,44,0.8108610345307963,-0.1762637490892981,0.9267398856304158
32.2,20.2,23,0.7665885576518497,0.30509246376966226,0.9623393946536998
34.1_16.1,20.2,33,0.7425538646070469,0.11504626730084425,0.883257187951633
35.2,20.2,35,0.9697052115808401,0.2416704381341346,0.9687258002113668
2.1,21.1,106,0.9386049217514308,1.3534815194289904,0.9179847892716135
3.1,21.1,336,1.0834022972221706,0.8239728477545156,0.9380509665164478
5.1_19.3_24.2,21.1,117,1.030256628857143,-0.1575842866131456,0.9763607508579932
7.1_4.1,21.1,38,1.0399102342001074,-0.27376899013923717,0.931728711497867
7.2,21.1,61,0.8470591384562157,0.8829499251676163,0.8243312914702311
8.1_34.2,21.1,63,0.9713868108283338,0.16984149827294623,0.9373722678400128
9.1_17.2,21.1,264,0.8567590842474656,1.2737376407175043,0.8744226517619225
9.2,21.1,47,1.3974083686745968,0.2168247350686595,0.9594443853570721
12.1_5.2,21.1,146,0.8830855389248315,1.0533709365785187,0.9306397080818849
13.1_33.2,21.1,116,0.30018112217373866,6.109889160394416,0.2972913159031586
14.1,21.1,198,0.8638072524709224,1.0748226302416253,0.9319717856895187
15.1,21.1,115,2.768159402440107,-1.8881949181110518,0.874066277234162
18.1_26.1,21.1,290,0.7736304273557261,1.1784902789708498,0.8738185070532809
20.1,21.1,95,1.0686022096486485,0.18651481119817914,0.9138489698697339
20.2,21.1,55,1.1714788961609786,0.03435912396456368,0.9682533107240208
21.1,21.1,340,1,-0,1
22.1,21.1,193,0.7645905086773712,1.5832010174378108,0.8498665808532705
23.1,21.1,285,0.8260589996174378,1.1512665835974834,0.8453170662290979
24.1_1.2,21.1,240,1.0197155601805463,0.9378013619063909,0.9570588937797192
25.1,21.1,27,1.2254769997624018,-0.23725751878093126,0.9062302046731985
27.1,21.1,52,1.0163864737812471,0.5370703168160958,0.9785871808657068
28.1,21.1,213,0.6559692866840341,4.9724691206823435,0.442110740309054
29.1,21.1,195,0.9291001647220318,0.07461670536747186,0.9407381600206345
30.1_17.1,21.1,44,0.8428993775617976,1.5426939389900325,0.931020352097886
31.2,21.1,72,0.871322192083115,0.45212097058299455,0.9247542027210828
32.2,21.1,50,0.9033492696490341,0.23493589273782114,0.9523576676129395
34.1_16.1,21.1,97,0.7451070855869094,2.142282202259287,0.8834164733876021
35.2,21.1,62,1.0865374662068943,0.9940557755528612,0.9282874312854664
2.1,22.1,44,1.2007938412733987,0.065615616809645,0.8739330251605202
3.1,22.1,222,1.1453613932729627,1.312385263445931,0.8157903218933438
5.1_19.3_24.2,22.1,130,1.1942844668175085,-0.6119208403729508,0.8550593402766862
7.2,22.1,62,0.9791605024835096,0.20052822105548115,0.89881951821864
8.1_34.2,22.1,35,1.4356569881154628,-1.7934647612918513,0.8402818060283043
9.1_17.2,22.1,216,1.0049336167720566,-0.3000514953720089,0.8874766455676499
9.2,22.1,47,1.3926344240261295,0.16636880620187444,0.9395388467071035
12.1_5.2,22.1,79,1.0463813864562248,-0.3074387783953031,0.9280570470270701
13.1_33.2,22.1,38,0.17827906715660377,10.198178155536029,0.15665821877279892
14.1,22.1,220,1.0298899925331784,0.36203463229786303,0.9299975830267114
15.1,22.1,119,3.124974894889557,-2.1660396891997653,0.7804392695574897
18.1_26.1,22.1,186,0.9179666569313352,0.25540170478165414,0.9182748159115129
20.2,22.1,58,1.1612896485747422,0.5483984217331982,0.8341586615840871
21.1,22.1,193,1.111531690765315,0.027459932307724037,0.8498665808532707
22.1,22.1,225,1.0000000000000002,-4.5334137310372485e-15,1
23.1,22.1,175,1.0366614832496022,0.47049437583003284,0.7250947926976284
24.1_1.2,22.1,126,1.1560425405825754,1.0308164540486366,0.8385744513272038
25.1,22.1,31,1.0422185939465334,2.2563116862412027,0.9200101555871568
27.1,22.1,23,1.423233475125182,-2.7598909614032667,0.9112163819854798
28.1,22.1,102,5.808134700981546,-5.974412529916207,0.9114446004249296
29.1,22.1,218,1.091540242838978,-0.6000249967624283,0.9071875846322324
31.2,22.1,74,0.9219901028420586,0.12627528258127413,0.9591940146705786
32.2,22.1,51,0.9241461939779886,0.007681813739815311,0.9586171019539287
34.1_16.1,22.1,110,0.9580731099116453,-0.00657562970866979,0.9641781303801481
35.2,22.1,61,1.1353471497651473,0.611706063159129,0.9288924750663514
2.1,23.1,105,0.9505133091683104,1.1995845272264343,0.8964399902914372
3.1,23.1,340,1.0846686272759676,1.5731063914229033,0.7618673863723349
5.1_19.3_24.2,23.1,110,0.9550415976551208,1.2933544792330116,0.8856558534210296
7.1_4.1,23.1,42,0.7149528793181553,2.771877049956593,0.7624943338377744
7.2,23.1,24,0.9343095357061972,0.23045971841788818,0.8954640088024363
8.1_34.2,23.1,64,0.762753208486409,1.4186559440311934,0.8536723536882775
9.1_17.2,23.1,250,0.8981346847138219,1.6661545737999592,0.7874729280895083
11.1_32.1_18.2,23.1,10,1.0734572475875495,0.7703097046769614,0.942425828355432
12.1_5.2,23.1,153,0.8397868811446874,2.013153455553513,0.808113474107408
13.1_33.2,23.1,107,0.37238234531208236,6.280908152049207,0.35173916660328136
14.1,23.1,173,0.8073852588909238,2.264444465189519,0.8285972824753184
15.1,23.1,75,2.742899733588077,-1.9721524242014614,0.7954096675682567
18.1_26.1,23.1,278,0.8367085113761039,1.0396270698229173,0.8039425313969826
20.1,23.1,112,1.2171581651287315,0.0629600862541658,0.6642564960760572
20.2,23.1,38,1.102633707002616,0.2762356179318003,0.9332306508088288
21.1,23.1,285,1.023313185402712,0.4207640587293449,0.8453170662290981
22.1,23.1,175,0.6994518504002756,2.751096049766079,0.7250947926976287
23.1,23.1,346,1.0000000000000002,-2.3792249942829652e-15,1
24.1_1.2,23.1,280,1.044381565343729,1.5000858107351729,0.8019835333741466
25.1,23.1,35,1.1498489363155115,1.1845401771915365,0.8279755682490382
27.1,23.1,65,0.8766114419966252,2.0335182104484106,0.8365308628349846
28.1,23.1,198,0.7184260126503336,3.8081474742529737,0.6068842521746158
29.1,23.1,171,0.8699414728088485,1.272618246276165,0.8401851677557538
30.1_17.1,23.1,53,1.0486159242416722,0.1378307595553167,0.731462089900214
31.2,23.1,29,0.8754029026162736,0.0599142307647778,0.8883731118633874
34.1_16.1,23.1,82,0.6441267360301073,4.4400670829039655,0.6798526765901289
35.2,23.1,17,1.2217137917281597,0.294765087632593,0.9668655944038185
2.1,24.1_1.2,96,0.8615094052249874,0.5115803147429098,0.9296399532914766
3.1,24.1_1.2,286,1.035229506214806,0.05889993278940328,0.9593729878271632
5.1_19.3_24.2,24.1_1.2,100,0.9569403661001561,-0.442817809141693,0.9551682546539536
7.1_4.1,24.1_1.2,43,0.9994206568489151,-0.595713075862241,0.8839488355648685
8.1_34.2,24.1_1.2,43,0.8552705955318851,0.21892490335680895,0.8947130547735483
9.1_17.2,24.1_1.2,205,0.8235098794115587,0.889422956901266,0.8705414303009581
11.1_32.1_18.2,24.1_1.2,10,1.0132721119347148,-0.44607398572990464,0.9908766468771149
12.1_5.2,24.1_1.2,154,0.8730687439112942,0.14725908440233068,0.9626641962059245
13.1_33.2,24.1_1.2,96,0.6739082738026603,2.631833051206298,0.4051931318082499
14.1,24.1_1.2,123,0.8195469741207807,0.5700188052358014,0.9270812086461806
15.1,24.1_1.2,27,1.9971101968311549,-1.2025582821030687,0.788365871342314
18.1_26.1,24.1_1.2,224,0.7462724785948213,0.5711880013182689,0.8648238974021316
20.1,24.1_1.2,104,1.0634195946686706,-0.8673833030567893,0.9643039919020969
21.1,24.1_1.2,240,0.9385547609082932,-0.47235411442442954,0.9570588937797193
22.1,24.1_1.2,126,0.7253837310386635,1.0892816385348743,0.8385744513272038
23.1,24.1_1.2,280,0.7679028048625087,0.6777296470892951,0.8019835333741466
24.1_1.2,24.1_1.2,290,1.0000000000000002,-2.1176512046850905e-15,1
25.1,24.1_1.2,34,0.9842054107350348,0.6024256394641013,0.9460073191091347
27.1,24.1_1.2,63,0.9633966591586873,-0.15074954342826077,0.9721788916420767
28.1,24.1_1.2,162,0.6941514525457586,2.469869832659289,0.6205659049232886
29.1,24.1_1.2,126,0.8945872051038783,-0.6864285272467522,0.9259896919968668
30.1_17.1,24.1_1.2,49,0.909776902054297,-0.0793422580473276,0.8685894550271439
34.1_16.1,24.1_1.2,65,0.6926578561608899,2.260878891574201,0.8761026454923405
2.1,25.1,14,0.6220164527594955,2.065502450452185,0.9246736327870705
3.1,25.1,40,0.8975162547380391,0.9441065722921637,0.9267758536855815
5.1_19.3_24.2,25.1,24,0.8981921771920875,0.048514074443802215,0.981835734067928
9.1_17.2,25.1,38,0.7335156445702531,0.897612069703365,0.9122707482664384
12.1_5.2,25.1,25,0.8765461477882642,-0.07482726989167614,0.9580344871823652
14.1,25.1,32,0.8721467816742335,-0.7303913819381783,0.9441764672102949
18.1_26.1,25.1,23,0.7088488771288354,0.5415276478608795,0.9282196996027517
21.1,25.1,27,0.7394918100045127,1.080341571339247,0.9062302046731984
22.1,25.1,31,0.8827420283334099,-1.0909872083936112,0.9200101555871569
23.1,25.1,35,0.720073343636026,0.753754846631482,0.8279755682490382
24.1_1.2,25.1,34,0.9611889030386734,0.01481475050549102,0.9460073191091347
25.1,25.1,41,1,-0,1
27.1,25.1,19,0.9282866154764721,0.1005900108305414,0.9722603912007394
28.1,25.1,20,0.3532490819811949,5.5860313542281546,0.14468476480721143
29.1,25.1,31,0.8793320976620115,-0.9602984609993054,0.9250070666870468
34.1_16.1,25.1,22,0.765061130301514,-0.053940903214503,0.9222091668073776
2.1,27.1,31,0.768470981577556,1.9216597555946595,0.9455786704272018
3.1,27.1,64,1.0445480568633565,0.1612674539246056,0.9663064694892833
5.1_19.3_24.2,27.1,17,1.0008755527574795,0.1383574764767151,0.9858500768263696
8.1_34.2,27.1,14,0.95748985772856,0.10959518580413334,0.9640704130210712
9.1_17.2,27.1,53,0.8572721016489835,1.6150924034207108,0.9502066070874302
12.1_5.2,27.1,34,0.8214336430727519,0.8812325384987055,0.972063266987191
13.1_33.2,27.1,22,0.9704009654104352,-1.0332750550412853,0.8510467546662298
14.1,27.1,22,0.7617454865000871,1.7211348315624093,0.9389444015301455
18.1_26.1,27.1,48,0.7749458108513941,1.0581129055870084,0.9725714997629002
20.1,27.1,31,1.0264526991284888,-0.38526188691615215,0.9740393978405351
21.1,27.1,52,0.9628101181089944,-0.2989112362873198,0.9785871808657066
22.1,27.1,23,0.6402437814395369,2.9357964049959944,0.9112163819854799
23.1,27.1,65,0.954277827961781,-0.30480357931751223,0.8365308628349846
24.1_1.2,27.1,63,1.0091159050635057,0.4351164983835984,0.9721788916420767
25.1,27.1,19,1.0473709035454486,0.16563051676155618,0.9722603912007393
27.1,27.1,65,0.9999999999999998,2.221867389465146e-15,1
28.1,27.1,35,0.7556214757625599,0.6227194538044897,0.9736341299286455
29.1,27.1,23,0.9271158344039151,0.03592701143806146,0.9845576649220438
30.1_17.1,27.1,16,0.8803880964440609,0.39063644273203,0.9269110870972809
34.1_16.1,27.1,14,0.5045636740847446,4.7886724668635425,0.960428589372846
2.1,28.1,107,0.9874775707340994,0.2411255836666828,0.7144809763405467
3.1,28.1,259,0.7804810832073246,1.0429405630677955,0.3685932922789151
5.1_19.3_24.2,28.1,47,0.160718476412201,1.2895311429116205,0.9090574259901723
7.1_4.1,28.1,37,1.034321846017748,0.29860143416299023,0.88507550230114
7.2,28.1,70,0.14326500308924367,1.270307754416606,0.8292166461058151
8.1_34.2,28.1,44,0.8935646680576452,-0.8006531483438982,0.6447215513333103
9.1_17.2,28.1,169,0.44268244585248545,1.9679573135439021,0.17756373429782293
9.2,28.1,55,0.22080992656255488,1.229085689656262,0.917566976000744
12.1_5.2,28.1,143,0.9151158814226927,-0.6266882193373982,0.6386435364873666
13.1_33.2,28.1,125,0.22425624731137753,4.426620621417802,0.10822313512430448
14.1,28.1,115,0.14834597797185425,1.2213772200472315,0.8810573789260943
15.1,28.1,82,0.46064810602478473,0.846800583052345,0.8819916231254813
18.1_26.1,28.1,233,0.5948411770506339,0.7320337664695207,0.44605111772193445
20.1,28.1,85,1.327112172012003,-0.619505491297758,0.8731213794220885
20.2,28.1,49,0.18983951266693816,1.188720571324685,0.907640656312482
21.1,28.1,213,0.6739808544146197,0.17357012710151334,0.44211074030905384
22.1,28.1,102,0.1569255272731364,1.1730803493869728,0.9114446004249296
23.1,28.1,198,0.8447414785772712,-0.07722042734254263,0.6068842521746162
24.1_1.2,28.1,162,0.893992085801161,1.0782033960503485,0.6205659049232887
25.1,28.1,20,0.409582847309179,2.420768355484083,0.14468476480721149
27.1,28.1,35,1.2885209872391084,-0.5682591841906317,0.9736341299286455
28.1,28.1,263,0.9999999999999996,4.9772152517176706e-15,1
29.1,28.1,111,0.13680923936733963,1.2948118716049106,0.8309648588135558
30.1_17.1,28.1,45,1.0164115818210926,1.6496144225335445,0.9302723263442658
31.2,28.1,80,0.15223444957556093,1.1650716208291265,0.9114847540133499
32.2,28.1,58,0.15159807287348265,1.1714734775715943,0.9164463303241634
34.1_16.1,28.1,71,0.14252619692219165,1.2238120782590858,0.9030052929325237
35.2,28.1,68,0.18056009863940364,1.3030271562511349,0.8969341011101811
2.1,29.1,44,1.150389741380215,0.5694160149330599,0.9042667394313167
3.1,29.1,229,1.0432688392348946,1.9561507235539655,0.8531582188134125
5.1_19.3_24.2,29.1,138,1.0547619679038582,0.5607819482246649,0.9339147244251326
7.2,29.1,70,0.942044660975761,0.6342999085571942,0.8617927515616903
8.1_34.2,29.1,35,1.2679792325903372,-0.9659655189848931,0.870227368657344
9.1_17.2,29.1,223,0.9376684863726201,0.21719172890516197,0.9307853902279808
9.2,29.1,54,1.4787437658423022,0.509803674332148,0.9155813744985032
12.1_5.2,29.1,78,0.8665277698854008,2.026308329041922,0.9241909045918265
13.1_33.2,29.1,50,0.09550074568720021,11.35841748243245,0.02235558145741003
14.1,29.1,228,0.9100220113083825,1.303237780842036,0.9169864166502952
15.1,29.1,124,2.836128178975746,-1.516533196263581,0.8107471668524355
18.1_26.1,29.1,193,0.8408619779049461,0.9612321611720366,0.8774303365031298
20.2,29.1,58,1.2131544838673618,0.2252838099695264,0.9217479292507565
21.1,29.1,195,1.0125260932464528,0.6041460601888609,0.9407381600206344
22.1,29.1,218,0.8311077769086513,1.5703564089184068,0.9071875846322324
23.1,29.1,171,0.9657950494565819,0.6238055806376178,0.8401851677557539
24.1_1.2,29.1,126,1.0351027677501181,1.7158006394346355,0.9259896919968668
25.1,29.1,31,1.0519427974328206,2.04831164179899,0.9250070666870468
27.1,29.1,23,1.0619575552337104,0.1805209801993974,0.9845576649220438
28.1,29.1,111,6.073894297316962,-6.099868110791339,0.8309648588135556
29.1,29.1,231,1,-3.7400223786776734e-15,1
31.2,29.1,79,0.9761244922687731,0.16370279501542134,0.9243451096160565
32.2,29.1,60,0.9390037983482201,0.4409237723401694,0.9184607983340333
34.1_16.1,29.1,115,0.8053528876326524,2.0098756662286594,0.9134920804919131
35.2,29.1,67,1.1575167602180334,0.9889755737991753,0.8754974312956761
2.1,30.1_17.1,34,0.8639794466109372,1.792455619320145,0.8581538629580742
3.1,30.1_17.1,56,1.1936165623087733,0.9596243029314684,0.737715243317318
8.1_34.2,30.1_17.1,20,0.9406691625914181,0.7365054650595552,0.9483689096269508
9.1_17.2,30.1_17.1,43,1.202320499859636,1.220195712889426,0.8766343935762466
12.1_5.2,30.1_17.1,29,1.1264263155947511,-1.7356298443562965,0.82030135638457
13.1_33.2,30.1_17.1,22,0.9921540541697853,-1.085790243374908,0.8665854917783635
18.1_26.1,30.1_17.1,54,0.8854162683351333,0.722947815355046,0.8724150314795871
20.1,30.1_17.1,49,1.2519802562004436,-0.4921352804129255,0.753775163767058
21.1,30.1_17.1,44,1.104545070125678,-0.9126205031482587,0.931020352097886
23.1,30.1_17.1,53,0.6975500495371412,2.915981264725224,0.7314620899002141
24.1_1.2,30.1_17.1,49,0.954727970193406,1.4784015776528379,0.8685894550271439
27.1,30.1_17.1,16,1.0528437297609188,0.19533678167111182,0.9269110870972809
28.1,30.1_17.1,45,0.915251599826822,-0.6656567197334121,0.9302723263442659
30.1_17.1,30.1_17.1,58,1,-0,1
2.1,31.2,31,1.1659237793670487,0.9783003170478398,0.8926816360000455
3.1,31.2,81,1.125484213527477,1.1955274780846965,0.861482193409766
5.1_19.3_24.2,31.2,23,1.0854059965614113,0.646279031532383,0.9706493242085501
7.2,31.2,66,0.9449125779862706,0.8658259621741671,0.8667408819558635
8.1_34.2,31.2,15,1.3810970816345491,-1.0738967314828742,0.9201051288878087
9.1_17.2,31.2,76,0.8717047948407591,0.8257738544520653,0.9311464281514608
9.2,31.2,54,1.4110275085461321,0.5490276191876229,0.9267184092356925
12.1_5.2,31.2,21,1.136986344078985,0.10717313581953583,0.9118487452623878
13.1_33.2,31.2,36,0.2751874744952105,6.17319302983482,0.4556176523072645
14.1,31.2,83,1.0080997029748597,0.2049810803057213,0.9295897371896998
15.1,31.2,80,3.0798259695140127,-2.2574568914034208,0.8721162325996542
18.1_26.1,31.2,81,0.9422151788225601,0.5679685529897207,0.9603678134375777
20.2,31.2,44,1.1429083975735408,0.768807316414913,0.9267398856304159
21.1,31.2,72,1.0613229080166375,0.23879229174015879,0.9247542027210829
22.1,31.2,74,1.0403517475012347,0.2476946483609706,0.9591940146705786
23.1,31.2,29,1.0148162739789306,0.7526041316158816,0.8883731118633873
28.1,31.2,80,5.987375108292677,-6.178982965182873,0.9114847540133499
29.1,31.2,79,0.9469541200299487,0.5444571861170318,0.9243451096160564
31.2,31.2,83,1.0000000000000002,-3.644182746889652e-15,1
32.2,31.2,60,0.993139827800752,0.05525446590208621,0.9467618470196238
34.1_16.1,31.2,47,1.076609881252804,-0.4327969851122898,0.9598323079912575
35.2,31.2,70,1.1778043922839003,0.8804116549083293,0.9005002997336652
2.1,32.2,24,1.0941754467248628,1.5188452230395186,0.9168718635374109
3.1,32.2,59,1.1750091736427262,0.8242359595660598,0.9382794856824042
5.1_19.3_24.2,32.2,23,1.1902008636557078,0.2037960736598829,0.9720164679902282
7.2,32.2,51,0.8974593778716279,1.2873289870152063,0.8428446572425812
9.1_17.2,32.2,60,0.8415546204330108,1.126784941347503,0.9113056857176782
9.2,32.2,46,1.4308060113262409,0.36669365500991147,0.952745535655735
12.1_5.2,32.2,20,1.0642435195445923,0.773818045650578,0.9368286322458573
13.1_33.2,32.2,35,0.26588685018157865,6.090383316658148,0.4368372900998386
14.1,32.2,61,1.0176322440957912,-0.05312482326266169,0.952464603894116
15.1,32.2,58,3.0968866460180418,-2.3479021421595205,0.9148180771401146
18.1_26.1,32.2,59,0.9408582709565936,0.6866959431305402,0.9652488175583886
20.2,32.2,23,1.2553531944195169,0.017860713359448672,0.9623393946536997
21.1,32.2,50,1.0542518819802067,0.28297408683287234,0.9523576676129395
22.1,32.2,51,1.037300275866051,0.4394872169820657,0.9586171019539287
28.1,32.2,58,6.045237336816224,-6.225557665750137,0.9164463303241634
29.1,32.2,60,0.9781225591948363,0.4052068370654774,0.9184607983340333
31.2,32.2,60,0.9533016605689555,0.5184460805649704,0.946761847019624
32.2,32.2,61,1.0000000000000004,-4.720801155867915e-15,1
34.1_16.1,32.2,36,1.0049001618635836,0.22461648791378896,0.9610499125313706
35.2,32.2,57,1.1919249546353157,0.7382463103325669,0.96225701788299145
2.1,34.1_16.1,21,1.0967697169885182,1.5608425505205175,0.8854041459991926
3.1,34.1_16.1,117,1.2425487346731146,0.2342698719224072,0.8713101836254986
5.1_19.3_24.2,34.1_16.1,67,1.2855768669181815,-1.7523738263023358,0.8699785267127358
7.2,34.1_16.1,42,0.8005772539649988,1.4901759357446938,0.7715722191943767
8.1_34.2,34.1_16.1,16,1.151784340538675,0.24798447128018158,0.7918759550153877
9.1_17.2,34.1_16.1,113,1.0518859703137966,-0.7735068420448032,0.9023249097951752
9.2,34.1_16.1,33,1.349301031714927,0.5193093566390874,0.9355674249497061
12.1_5.2,34.1_16.1,53,1.1720485358662778,-1.115025422230243,0.937682341194763
13.1_33.2,34.1_16.1,25,0.1917253696739681,10.112570392463011,0.24468280903844397
14.1,34.1_16.1,118,1.042928314337575,0.16181663651713032,0.9395252650241929
15.1,34.1_16.1,53,3.1199774889098864,-2.1847021123680053,0.8754057856848612
18.1_26.1,34.1_16.1,82,0.9862658074021536,0.021299384962476117,0.9511499923469735
20.2,34.1_16.1,33,1.1894856791554715,0.7925679608004789,0.883257187951633
21.1,34.1_16.1,97,1.185623503622635,-0.8929788588058769,0.883416473387602
22.1,34.1_16.1,110,1.0063721864285136,0.502015969285505,0.9641781303801481
23.1,34.1_16.1,82,1.0554641479100972,0.04643990632500434,0.6798526765901288
24.1_1.2,34.1_16.1,65,1.2648418518606106,-0.6809030840171622,0.8761026454923404
25.1,34.1_16.1,22,1.2054058561881595,1.1851585916021818,0.9222091668073775
27.1,34.1_16.1,14,1.9034834228108475,-8.494423125602864,0.9604285893728459
28.1,34.1_16.1,71,6.335714503246691,-6.8129152813274905,0.9030052929325239
29.1,34.1_16.1,115,1.134275538735743,-1.0990186931020594,0.9134920804919132
31.2,34.1_16.1,47,0.8915321368538273,0.7362974731928222,0.9598323079912575
32.2,34.1_16.1,36,0.9563635762075181,0.17031735794210198,0.9610499125313707
34.1_16.1,34.1_16.1,118,1,-0,1
35.2,34.1_16.1,42,1.13751876866197,0.9028056837594751,0.935463041920202
2.1,35.2,28,0.9007463190477503,0.5181809484422231,0.9869774469964221
3.1,35.2,70,0.9696641689518405,0.2519534484935577,0.9651817040680211
5.1_19.3_24.2,35.2,23,0.9650829562070812,-0.28276839829591,0.9562813299043336
7.2,35.2,54,0.7150081265498016,0.7499688685389706,0.8364202128741866
9.1_17.2,35.2,68,0.6933619959064186,0.4498673385299878,0.908526791883749
9.2,35.2,54,1.1451897781185063,-0.07496277406006972,0.9755051236045953
12.1_5.2,35.2,21,0.8178087295337819,0.4285260803419689,0.9306967817023493
13.1_33.2,35.2,33,0.21568228701185208,5.220562926417846,0.39816417403876286
14.1,35.2,71,0.8335456907160516,-0.31266996580796413,0.9594791955652009
15.1,35.2,69,2.5848100867753567,-2.4375382960713536,0.9500817395889757
18.1_26.1,35.2,69,0.7614865794895517,0.1384530790248565,0.9503203316543503
20.2,35.2,35,0.9989899906097471,-0.02489004768909731,0.9687258002113667
21.1,35.2,62,0.85435381674055,-0.28386268481087606,0.9282874312854665
22.1,35.2,61,0.8181572264117614,0.05288353255348444,0.9288924750663514
23.1,35.2,17,0.7914010637762803,-0.021366622376705755,0.9668655944038185
28.1,35.2,68,4.967510030560225,-5.698609931846954,0.8969341011101811
29.1,35.2,67,0.7563583192789057,0.21391712908807992,0.8754974312956761
31.2,35.2,70,0.7645584492918133,0.1114255691472309,0.9005002997336652
32.2,35.2,57,0.8073134253468216,-0.27554003975295077,0.96225701788299145
34.1_16.1,35.2,42,0.8223715227314968,-0.26772380798275003,0.935463041920202
35.2,35.2,71,1,-1.6865181723259372e-15,1
