x_site,y_site,n,slope,intercept,r2
23.1,14.1,173,1.0262724930270997,-0.37701663497028876,0.8285972824753183
24.1_1.2,14.1,123,1.1312118010572416,0.3397895947680276,0.9270812086461806
25.1,14.1,32,1.0825889483852569,1.5417849396798997,0.9441764672102949
27.1,14.1,22,1.2326222054090747,-1.1711964360046994,0.9389444015301456
28.1,14.1,115,5.939206380730171,-6.081294799439096,0.8810573789260943
29.1,14.1,228,1.0076530075705525,-0.36457041807845403,0.9169864166502955
31.2,14.1,83,0.9221208323408089,0.4522985039204487,0.9295897371896998
32.2,14.1,61,0.9359615022226629,0.5487643576063845,0.952464603894116
34.1_16.1,14.1,118,0.9008531575067465,0.6351930327168809,0.9395252650241929
35.2,14.1,71,1.1510817058402245,0.7545106816251994,0.9594791955652009
2.1,15.1,37,0.3345389291272892,1.180258304389603,0.948177143953697
3.1,15.1,126,0.38268995478847784,1.1156387125288887,0.9013849481477771
5.1_19.3_24.2,15.1,56,0.3708177199505015,0.5816873009884385,0.8445694261752537
7.2,15.1,69,0.2761429228425472,1.2748300053924457,0.8053462872733624
8.1_34.2,15.1,33,0.37638289156074556,0.7321340551537134,0.756512333535199
9.1_17.2,15.1,119,0.2498321101137933,1.2212417168786374,0.8225636197981757
9.2,15.1,53,0.4488665173579855,0.9236150868198502,0.9492980392908204
12.1_5.2,15.1,21,0.29531076916980675,1.4390320557955942,0.8710675262118062
13.1_33.2,15.1,36,0.07179867666762298,3.1076141423911885,0.3078559614429045
14.1,15.1,128,0.2901283062715338,1.1729892154048969,0.8794633224564788
15.1,15.1,128,1,-0,1
18.1_26.1,15.1,126,0.22212959812514063,1.451819308710939,0.7627849431247331
20.2,15.1,61,0.3867737671998657,1.0061337853882226,0.8583608428487295
21.1,15.1,115,0.3157572054787311,1.055153059255468,0.874066277234162
22.1,15.1,119,0.2497425725991542,1.345375535034326,0.7804392695574895
23.1,15.1,75,0.28998860506204327,1.2568286793639893,0.7954096675682567
24.1_1.2,15.1,27,0.39475331536197933,1.220426776529099,0.788365871342314
28.1,15.1,82,1.91467545744783,-1.1838900129601704,0.8819916231254813
29.1,15.1,124,0.28586407795758834,1.1343490902703663,0.8107471668524355
31.2,15.1,80,0.28317062107807067,1.129878073994742,0.8721162325996542
32.2,15.1,58,0.2953992773085131,1.057682706621669,0.9148180771401146
34.1_16.1,15.1,53,0.2805808018796719,1.0574507350952647,0.8754057856848612
35.2,15.1,69,0.3675634602518273,1.0968833819262676,0.9500817395889756
2.1,18.1_26.1,118,1.1095563506391,0.3521288885345602,0.9097493840375003
3.1,18.1_26.1,337,1.2175792238929832,1.0528342895665916,0.7960260919430939
5.1_19.3_24.2,18.1_26.1,109,1.0768653498667047,1.2514791511319476,0.8426240917528632
7.1_4.1,18.1_26.1,32,0.6160109651811461,2.7688329099754463,0.9079751196482314
7.2,18.1_26.1,72,0.9599285228344876,0.6314131835344869,0.84097242624195
8.1_34.2,18.1_26.1,65,1.3068136399603203,-0.7044241834383793,0.8338983187334629
9.1_17.2,18.1_26.1,266,1.0706873586146375,0.5790671190632937,0.8973767561244618
9.2,18.1_26.1,55,1.4987663219888812,-0.043213271977783456,0.9707459125983039
12.1_5.2,18.1_26.1,135,1.1662188794679988,-1.0104154052920111,0.9503018415159386
13.1_33.2,18.1_26.1,121,0.3577525453202004,6.178211504348351,0.20540843744245618
14.1,18.1_26.1,194,1.0104624484202553,1.1402947522136244,0.8577456818681239
15.1,18.1_26.1,126,3.433963549040432,-2.635991454704921,0.7627849431247331
18.1_26.1,18.1_26.1,341,0.9999999999999997,3.694956069207072e-15,1
20.1,18.1_26.1,99,1.310557758245379,-0.9974993271728142,0.8122745217979536
20.2,18.1_26.1,62,1.2929140912167814,0.33564931792116826,0.9098072155247783
21.1,18.1_26.1,290,1.1295037994304309,0.03997497664921603,0.873818507053281
22.1,18.1_26.1,186,1.0003356973565987,0.6925888260200332,0.9182748159115129
23.1,18.1_26.1,278,0.9608394326893697,1.1552396808874887,0.8039425313969824
24.1_1.2,18.1_26.1,224,1.1588580876391612,0.8806740769686098,0.8648238974021317
25.1,18.1_26.1,23,1.3094747407408875,0.13815469846480127,0.9282196996027517
27.1,18.1_26.1,48,1.2550187202049456,-1.0093959448339727,0.9725714997629002
28.1,18.1_26.1,233,0.7498659052716624,4.953404334260682,0.44605111772193456
29.1,18.1_26.1,193,1.043489133245501,0.4492648091218038,0.8774303365031297
30.1_17.1,18.1_26.1,54,0.9853162435336856,0.9032575045310254,0.8724150314795872
31.2,18.1_26.1,81,1.0192659118883038,-0.22325392500375196,0.9603678134375778
32.2,18.1_26.1,59,1.0259237202400278,-0.3531735654340778,0.9652488175583886
34.1_16.1,18.1_26.1,82,0.9643951815102706,0.5901561899175299,0.9511499923469735
35.2,18.1_26.1,69,1.2479804073387346,0.30515437150513547,0.9503203316543503
2.1,20.1,60,0.8348102640836411,1.746790960970161,0.9311970979264433
3.1,20.1,122,1.1066975599111772,0.10784726050773275,0.9693841616828873
7.1_4.1,20.1,12,0.6660575126032577,2.256577089100167,0.7221424342127868
8.1_34.2,20.1,29,0.8258957747160921,1.527388605617465,0.8466872260004321
9.1_17.2,20.1,77,0.8287079087880562,2.6681323026256702,0.7266207367285078
12.1_5.2,20.1,57,0.81271026681035,0.9049054500828815,0.8955709341438204
13.1_33.2,20.1,50,0.9743708362584186,-0.6907112848214846,0.8930565888823487
18.1_26.1,20.1,99,0.6197929978190778,2.386328808594228,0.8122745217979537
20.1,20.1,124,1.0000000000000004,-4.162424184990897e-15,1
21.1,20.1,95,0.855181621017051,0.6474721346612418,0.9138489698697337
23.1,20.1,112,0.545743778505403,3.0942910975876434,0.6642564960760573
24.1_1.2,20.1,104,0.9067953954737356,1.1197396628360297,0.9643039919020969
27.1,20.1,31,0.9489374412162825,0.5875999220187433,0.974039397840535
28.1,20.1,85,0.6579107613023922,1.711621419225228,0.8731213794220883
30.1_17.1,20.1,49,0.6020663345400055,2.920493141153522,0.7537751637670579
2.1,20.2,18,0.895591410263716,0.8179937787194185,0.9725104000534823
3.1,20.2,62,0.9443326854070724,0.694366967367047,0.9472101309604134
5.1_19.3_24.2,20.2,17,0.9079037887175245,0.2274240091819569,0.9209746445504754
7.2,20.2,40,0.67007787897164806,0.7485234290638066,0.8238803847440943
8.1_34.2,20.2,24,0.8393330597944147,-0.12264248832404281,0.926629700238629
9.1_17.2,20.2,53,0.7254081557255729,0.0839157577055776,0.9376790647396315
