x_site,y_site,n,slope,intercept,r2,site1,site2,distance_km
29.1,7.2,70,0.9148109291008066,0.6224612141635847,0.8617927515616904,29.1,7.2,22.966402737136804
31.2,7.2,66,0.9172709752715951,0.36317620339843776,0.8667408819558635,31.2,7.2,13.66672784409166
32.2,7.2,51,0.9391451892133896,0.30533364038904975,0.8428446572425812,32.2,7.2,7.673413827664993
34.1_16.1,7.2,42,0.9637698490345938,0.4313651182828743,0.7715722191943766,34.1_16.1,7.2,15.81941361233925
35.2,7.2,54,1.1698051837679753,0.6997976124133667,0.8364202128741864,35.2,7.2,12.00069469062085
9.1_17.2,8.1_34.2,53,0.8303527528624327,1.5183493009859148,0.7229244236405549,8.1_34.2,9.1_17.2,5.6008756283011865
12.1_5.2,8.1_34.2,11,0.935733220158904,0.16254049236530518,0.942963995694563,12.1_5.2,8.1_34.2,7.247090387644016
13.1_33.2,8.1_34.2,15,0.501452270861155,2.012873395197676,0.5416591997768602,13.1_33.2,8.1_34.2,7.0063905600042755
14.1,8.1_34.2,37,0.7148974442724381,1.8019431658150913,0.8638409916548777,14.1,8.1_34.2,5.716991251222317
15.1,8.1_34.2,33,2.0099540932856215,0.2399533354181689,0.7565123335351991,15.1,8.1_34.2,12.792648401161001
18.1_26.1,8.1_34.2,65,0.6381157138509689,1.743624111396104,0.8338983187334629,18.1_26.1,8.1_34.2,9.250569146983244
20.1,8.1_34.2,29,1.0251744250556156,-0.29525234256141597,0.8466872260004322,20.1,8.1_34.2,16.514365262390612
20.2,8.1_34.2,24,1.1040071511845326,0.5892885744553009,0.926629700238629,20.2,8.1_34.2,6.5096251119157
21.1,8.1_34.2,63,0.9649835239585803,0.31041276582631516,0.9373722678400128,21.1,8.1_34.2,4.956235200579734
22.1,8.1_34.2,35,0.585294268048883,2.189484871792442,0.840281806028304,22.1,8.1_34.2,6.013477885790409
23.1,8.1_34.2,64,1.1191986401240923,-0.5356676985786185,0.8536723536882773,23.1,8.1_34.2,7.244546901830795
24.1_1.2,8.1_34.2,43,1.0461169359121185,0.6639972754656462,0.8947130547735483,24.1_1.2,8.1_34.2,14.469370941465705
27.1,8.1_34.2,14,1.0068727154020432,0.19067062525839434,0.9640704130210712,27.1,8.1_34.2,6.730759090895233
28.1,8.1_34.2,44,0.7215163875433338,3.091472744539661,0.6447215513333103,28.1,8.1_34.2,4.381042579216702
29.1,8.1_34.2,35,0.6863104270876492,1.5962046070498737,0.8702273686573438,29.1,8.1_34.2,13.653523373464528
30.1_17.1,8.1_34.2,20,1.0081853932729343,-0.24211888985395305,0.9483689096269509,30.1_17.1,8.1_34.2,7.215464470134242
31.2,8.1_34.2,15,0.6662132163792934,1.1927156585898062,0.9201051288878086,31.2,8.1_34.2,4.925400929173256
34.1_16.1,8.1_34.2,16,0.6875210290192324,1.1103548819321587,0.7918759550153878,34.1_16.1,8.1_34.2,6.773127807822154
9.2,9.1_17.2,54,1.4863521917718867,0.37088452822045576,0.9578016819227957,9.1_17.2,9.2,2.0179509181024535
12.1_5.2,9.1_17.2,113,0.9348151614785192,0.5939426517260706,0.9042980369325151,12.1_5.2,9.1_17.2,2.6107775830045523
13.1_33.2,9.1_17.2,84,0.3517820362867169,6.202924987219882,0.3607775517555979,13.1_33.2,9.1_17.2,2.782031648554542
