x_site,y_site,n,slope,intercept,r2,site1,site2,distance_km
28.1,18.1_26.1,233,0.7498659052716624,4.953404334260682,0.44605111772193456,18.1_26.1,28.1,4.874007250286684
29.1,18.1_26.1,193,1.043489133245501,0.4492648091218038,0.8774303365031297,18.1_26.1,29.1,7.081767234770234
30.1_17.1,18.1_26.1,54,0.9853162435336856,0.9032575045310254,0.8724150314795872,18.1_26.1,30.1_17.1,2.0709657346438015
31.2,18.1_26.1,81,1.0192659118883038,-0.22325392500375196,0.9603678134375778,18.1_26.1,31.2,4.565834188195319
32.2,18.1_26.1,59,1.0259237202400278,-0.3531735654340778,0.9652488175583886,18.1_26.1,32.2,10.791036091964314
34.1_16.1,18.1_26.1,82,0.9643951815102706,0.5901561899175299,0.9511499923469735,18.1_26.1,34.1_16.1,2.4781620172090766
35.2,18.1_26.1,69,1.2479804073387346,0.30515437150513547,0.9503203316543503,18.1_26.1,35.2,13.913369704308673
21.1,20.1,95,0.855181621017051,0.6474721346612418,0.9138489698697337,20.1,21.1,11.617694553066087
23.1,20.1,112,0.545743778505403,3.0942910975876434,0.6642564960760573,20.1,23.1,13.524352505838573
24.1_1.2,20.1,104,0.9067953954737356,1.1197396628360297,0.9643039919020969,20.1,24.1_1.2,3.2474982007114033
27.1,20.1,31,0.9489374412162825,0.5875999220187433,0.974039397840535,20.1,27.1,12.771564712523187
28.1,20.1,85,0.6579107613023922,1.711621419225228,0.8731213794220883,20.1,28.1,17.688397113163578
30.1_17.1,20.1,49,0.6020663345400055,2.920493141153522,0.7537751637670579,20.1,30.1_17.1,18.867176795098118
21.1,20.2,55,0.8265221967694486,0.17378597897645803,0.9682533107240209,20.2,21.1,2.594114687200784
22.1,20.2,58,0.718303708818773,0.6066496855175922,0.8341586615840871,20.2,22.1,9.414917168952778
23.1,20.2,38,0.8463650665511664,0.08737407566573442,0.9332306508088288,20.2,23.1,9.043314181059943
28.1,20.2,49,4.781094533806995,-5.125099067884139,0.9076406563124821,20.2,28.1,6.471526453060793
29.1,20.2,58,0.7597943555484847,0.34154845634169406,0.9217479292507567,20.2,29.1,16.138743098580537
31.2,20.2,44,0.8108610345307963,-0.1762637490892981,0.9267398856304158,20.2,31.2,5.8176753295418715
32.2,20.2,23,0.7665885576518497,0.30509246376966226,0.9623393946536998,20.2,32.2,3.9917601745976623
34.1_16.1,20.2,33,0.7425538646070469,0.11504626730084425,0.883257187951633,20.2,34.1_16.1,7.821618215482052
35.2,20.2,35,0.9697052115808401,0.2416704381341346,0.9687258002113668,20.2,35.2,5.027374479975133
22.1,21.1,193,0.7645905086773712,1.5832010174378108,0.8498665808532705,21.1,22.1,9.442463271137305
23.1,21.1,285,0.8260589996174378,1.1512665835974834,0.8453170662290979,21.1,23.1,6.494860811354321
24.1_1.2,21.1,240,1.0197155601805463,0.9378013619063909,0.9570588937797192,21.1,24.1_1.2,9.517344383844275
25.1,21.1,27,1.2254769997624018,-0.23725751878093126,0.9062302046731985,21.1,25.1,2.179982125216779
27.1,21.1,52,1.0163864737812471,0.5370703168160958,0.9785871808657068,21.1,27.1,4.191144589682836
28.1,21.1,213,0.6559692866840341,4.9724691206823435,0.442110740309054,21.1,28.1,6.665369193237731
29.1,21.1,195,0.9291001647220318,0.07461670536747186,0.9407381600206345,21.1,29.1,16.77406078251542
30.1_17.1,21.1,44,0.8428993775617976,1.5426939389900325,0.931020352097886,21.1,30.1_17.1,8.758856590157892
31.2,21.1,72,0.871322192083115,0.45212097058299455,0.9247542027210828,21.1,31.2,6.373135007496809
32.2,21.1,50,0.9033492696490341,0.23493589273782114,0.9523576676129395,21.1,32.2,1.581280243357075
34.1_16.1,21.1,97,0.7451070855869094,2.142282202259287,0.8834164733876021,21.1,34.1_16.1,8.61295548691169
35.2,21.1,62,1.0865374662068943,0.9940557755528612,0.9282874312854664,21.1,35.2,6.186121291435436
23.1,22.1,175,1.0366614832496022,0.47049437583003284,0.7250947926976284,22.1,23.1,13.257870694246018
24.1_1.2,22.1,126,1.1560425405825754,1.0308164540486366,0.8385744513272038,22.1,24.1_1.2,17.98272384480752
25.1,22.1,31,1.0422185939465334,2.2563116862412027,0.9200101555871568,22.1,25.1,8.14976987042655
27.1,22.1,23,1.423233475125182,-2.7598909614032667,0.9112163819854798,22.1,27.1,8.21964633321698
28.1,22.1,102,5.808134700981546,-5.974412529916207,0.9114446004249296,22.1,28.1,2.9434590914417087
29.1,22.1,218,1.091540242838978,-0.6000249967624283,0.9071875846322324,22.1,29.1,7.65329295780733
31.2,22.1,74,0.9219901028420586,0.12627528258127413,0.9591940146705786,22.1,31.2,3.7213628999257606
32.2,22.1,51,0.9241461939779886,0.007681813739815311,0.9586171019539287,22.1,32.2,8.845859279700342
34.1_16.1,22.1,110,0.9580731099116453,-0.00657562970866979,0.9641781303801481,22.1,34.1_16.1,2.8960188116488585
35.2,22.1,61,1.1353471497651473,0.611706063159129,0.9288924750663514,22.1,35.2,14.420607004959122
24.1_1.2,23.1,280,1.044381565343729,1.5000858107351729,0.8019835333741466,23.1,24.1_1.2,12.89351746410383
25.1,23.1,35,1.1498489363155115,1.1845401771915365,0.8279755682490382,23.1,25.1,5.842919438222674
27.1,23.1,65,0.8766114419966252,2.0335182104484106,0.8365308628349846,23.1,27.1,10.658512035604863
28.1,23.1,198,0.7184260126503336,3.8081474742529737,0.6068842521746158,23.1,28.1,11.297768863359817
29.1,23.1,171,0.8699414728088485,1.272618246276165,0.8401851677557538,23.1,29.1,20.89428486959989
30.1_17.1,23.1,53,1.0486159242416722,0.1378307595553167,0.731462089900214,23.1,30.1_17.1,14.000283048995785
31.2,23.1,29,0.8754029026162736,0.0599142307647778,0.8883731118633874,23.1,31.2,11.507414620853828
34.1_16.1,23.1,82,0.6441267360301073,4.4400670829039655,0.6798526765901289,23.1,34.1_16.1,13.662953223538368
35.2,23.1,17,1.2217137917281597,0.294765087632593,0.9668655944038185,23.1,35.2,10.707576716988706
25.1,24.1_1.2,34,0.9842054107350348,0.6024256394641013,0.9460073191091347,24.1_1.2,25.1,11.663790499405298
27.1,24.1_1.2,63,0.9633966591586873,-0.15074954342826077,0.9721788916420767,24.1_1.2,27.1,9.900462687024328
28.1,24.1_1.2,162,0.6941514525457586,2.469869832659289,0.6205659049232886,24.1_1.2,28.1,15.042385957492774
29.1,24.1_1.2,126,0.8945872051038783,-0.6864285272467522,0.9259896919968668,24.1_1.2,29.1,24.28738582926753
30.1_17.1,24.1_1.2,49,0.909776902054297,-0.0793422580473276,0.8685894550271439,24.1_1.2,30.1_17.1,15.959702518915815
34.1_16.1,24.1_1.2,65,0.6926578561608899,2.260878891574201,0.8761026454923405,24.1_1.2,34.1_16.1,16.112770185485434
27.1,25.1,19,0.9282866154764721,0.1005900108305414,0.9722603912007394,25.1,27.1,5.300865703025552
28.1,25.1,20,0.3532490819811949,5.5860313542281546,0.14468476480721143,25.1,28.1,5.707314101907159
29.1,25.1,31,0.8793320976620115,-0.9602984609993054,0.9250070666870468,25.1,29.1,15.731620473382733
34.1_16.1,25.1,22,0.765061130301514,-0.053940903214503,0.9222091668073776,25.1,34.1_16.1,7.971281553845632
28.1,27.1,35,0.7556214757625599,0.6227194538044897,0.9736341299286455,27.1,28.1,5.347680238182223
29.1,27.1,23,0.9271158344039151,0.03592701143806146,0.9845576649220438,27.1,29.1,14.463297758397394
30.1_17.1,27.1,16,0.8803880964440609,0.39063644273203,0.9269110870972809,27.1,30.1_17.1,6.095643286989964
34.1_16.1,27.1,14,0.5045636740847446,4.7886724668635425,0.960428589372846,27.1,34.1_16.1,6.216367764728696
29.1,28.1,111,0.13680923936733963,1.2948118716049106,0.8309648588135558,28.1,29.1,10.123420333298018
30.1_17.1,28.1,45,1.0164115818210926,1.6496144225335445,0.9302723263442658,28.1,30.1_17.1,2.835538173820348
31.2,28.1,80,0.15223444957556093,1.1650716208291265,0.9114847540133499,28.1,31.2,1.013556715109451
32.2,28.1,58,0.15159807287348265,1.1714734775715943,0.9164463303241634,28.1,32.2,6.312198056710383
34.1_16.1,28.1,71,0.14252619692219165,1.2238120782590858,0.9030052929325237,28.1,34.1_16.1,2.402172274875795
35.2,28.1,68,0.18056009863940364,1.3030271562511349,0.8969341011101811,28.1,35.2,11.479333475222466
31.2,29.1,79,0.9761244922687731,0.16370279501542134,0.9243451096160565,29.1,31.2,10.449539226793199
32.2,29.1,60,0.9390037983482201,0.4409237723401694,0.9184607983340333,29.1,32.2,16.390392371634476
34.1_16.1,29.1,115,0.8053528876326524,2.0098756662286594,0.9134920804919131,29.1,34.1_16.1,8.31881012976135
35.2,29.1,67,1.1575167602180334,0.9889755737991753,0.8754974312956761,29.1,35.2,20.841778214647434
32.2,31.2,60,0.993139827800752,0.05525446590208621,0.9467618470196238,31.2,32.2,6.264032366649935
34.1_16.1,31.2,47,1.076609881252804,-0.4327969851122898,0.9598323079912575,31.2,34.1_16.1,2.2563628682748123
35.2,31.2,70,1.1778043922839003,0.8804116549083293,0.9005002997336652,31.2,35.2,10.76491911357647
34.1_16.1,32.2,36,1.0049001618635836,0.22461648791378896,0.9610499125313706,32.2,34.1_16.1,8.510477887281018
35.2,32.2,57,1.1919249546353157,0.7382463103325669,0.96225701788299145,32.2,35.2,7.712902593158887
35.2,34.1_16.1,42,1.13751876866197,0.9028056837594751,0.935463041920202,34.1_16.1,35.2,12.60775366616216
