x_site,y_site,n,slope,intercept,r2,site1,site2,distance_km
0038,0034,426,0.7799759641774836,-0.23300686883616234,0.8997892360747651,0034,0038,12.471955776650509
0045,0034,423,0.8744298546132961,-0.7296093909198533,0.952072195030196,0034,0045,11.51022613676958
0060,0034,426,0.8050801335308622,-0.17959756384013048,0.9162126955917271,0034,0060,11.105289089955647
0065,0034,426,0.7978163655044427,-0.7251544743931246,0.8889811666195966,0034,0065,14.103180992825829
0073,0034,426,0.975900046825922,-0.26680003085866866,0.9179614219763614,0034,0073,14.461388150184128
0045,0038,423,1.0259848970031866,0.1970876637126908,0.8857645158636176,0038,0045,2.2123992092712634
0060,0038,426,1.0004414361320342,0.35054494147361864,0.9565839132187369,0038,0060,1.713295563652518
0065,0038,426,0.9960798545666268,-0.3724143427293771,0.9369073331070537,0038,0065,3.772753869386704
0073,0038,426,1.1304375833768532,0.8526357460447678,0.8327767159833128,0038,0073,16.176341992401582
0060,0045,423,0.8977070262172803,0.8423629789917042,0.9156199500725157,0045,0060,2.89591534671563
0065,0045,423,0.8845162536155042,0.27386921543760456,0.8772110238283768,0045,0065,2.8387830175663153
0073,0045,423,1.077815640811424,0.8027478911236617,0.8974486506092273,0045,0073,13.964085827460671
0065,0060,426,0.9696686673217627,-0.47200432972513523,0.9289991545281907,0060,0065,5.239145014099664
0073,0060,426,1.102869129642733,0.7027172570767191,0.8293610361134399,0060,0073,16.37351954026828
0073,0065,426,1.0965011944579313,1.5146777843518193,0.829746237104594,0065,0073,13.997839292614497
