site_x,site_y,n_overlap,slope,intercept,r2
22.1,8.1_34.2,203,0.7570283530843455,1.6971286918382185,0.8346406117010567
29.1,9.2,71,0.6461686606289707,0.42251773484784116,0.8359238908991307
8.1_34.2,2.1,356,0.958552728516182,0.1606122365788048,0.8370806511715299
19.1,1.1,97,0.9189072272967869,1.3689775232298067,0.8375442578123721
24.1_1.2,12.1_5.2,282,1.1179787167565416,0.5750514182356091,0.8382176706545097
21.1,12.1_5.2,322,1.0811443095287623,-0.035638792902818954,0.8386054732759474
22.1,2.1,222,0.8008668847470504,0.8503189493741286,0.8390185769742109
21.1,9.1_17.2,323,1.0212859469081816,0.3449194134298001,0.839925249008434
35.1,23.1,82,0.9827674842230021,1.035272222694933,0.8399420001680649
12.1_5.2,3.1,323,0.7085967966625996,1.1429304351646778,0.8408817988010484
29.1,2.1,221,0.9222177781222934,-0.20174347616637392,0.8415149665891041
28.1,19.2,10,7.240790577337576,-2.3357643733947304,0.8419412953236115
21.1,8.1_34.2,384,0.9691513451679349,0.5546857276755739,0.8420923420341878
28.1,9.2,71,4.161731940385148,-4.306623199243401,0.8422206692656795
35.1,18.1_26.1,68,1.2555543292042046,-0.5492694855660819,0.8433253731248123
30.1_17.1,8.1_34.2,135,0.8206138655761456,1.2622776779278442,0.8435828137216121
21.1,20.1,140,0.8777998158856729,0.8764850547217244,0.8445302254453783
35.1,12.1_5.2,73,1.0156804797442283,0.8630860745335704,0.84494592142057
35.1,34.1_16.1,87,1.1396640598925265,0.2838414683362183,0.8470828622534249
25.1,14.1,234,1.290680453072187,-1.1781849735467882,0.848495078186872
9.2,9.1_17.2,71,1.4854576973036595,0.48702794284815387,0.849905108965352
35.1,25.1,87,0.7850575886952466,1.3897984686241556,0.8503769168847075
25.1,5.1_19.3_24.2,170,1.0859825295856949,-0.03495747916172545,0.8504434572127967
31.2,3.1,85,0.7172211391603259,0.38644697604077144,0.8505791615794983
9.1_17.2,8.1_34.2,288,0.8686531386449091,1.0127733912830963,0.8505817614562008
35.1,13.1_33.2,19,0.15698477632172006,1.6818281131054609,0.8515587894597586
29.1,3.1,237,0.8102677645540906,-0.15419508745185181,0.8516223172929906
27.1,2.1,182,0.9967153479527205,0.5557667398212219,0.8521777987310157
18.1_26.1,9.1_17.2,302,0.8108106707352253,1.0665131569006898,0.8526940869988762
31.2,12.1_5.2,38,0.7968286874496925,0.029940430156019503,0.8533449364037224
5.1_19.3_24.2,3.1,170,0.9174997013741019,-0.12479713499958177,0.8540461729396663
28.1,20.1,98,0.6552411540494554,1.6437768889807467,0.854879255410011
18.1_26.1,14.1,214,0.8474665858999977,0.6497396477858284,0.8565814634933057
14.1,5.1_19.3_24.2,170,0.7800648765953547,1.5137705590853812,0.8583376409192166
3.1,2.1,391,1.1690687006582026,-0.060420837095729305,0.8603147820310806
15.1,9.2,71,2.083712241502345,-1.4712796959714216,0.860955795743902
9.1_17.2,5.1_19.3_24.2,170,0.7841958355167373,0.8214476983437782,0.8611740344941454
29.1,12.1_5.2,154,1.0771592407948443,-0.7050425779545048,0.8612694716599502
29.1,28.1,122,0.14455326064396198,1.234716222574817,0.8614948034826767
9.2,3.1,71,1.0610977677264506,0.452807294426493,0.8626782635478307
35.2,9.2,68,0.7864892898436944,0.7561529636237665,0.8626786255038597
32.2,2.1,65,0.7988042694524713,0.27291268963187704,0.8638546538570161
34.1_16.1,27.1,24,0.6024981918194227,4.676523038288846,0.8646171599666806
29.1,5.1_19.3_24.2,170,0.8267437613138933,0.7292224705903481,0.8648310809705126
12.1_5.2,9.2,30,0.690536647307377,0.9088357999147579,0.8654646096655221
32.2,9.2,65,0.6389226552163063,0.44250960405876644,0.8660223031542484
29.1,18.1_26.1,217,1.0740417903057624,0.128303240056293,0.8680505665925947
34.1_16.1,9.1_17.2,206,0.8199749128897527,2.1214423783800505,0.8691209014943014
18.1_26.1,9.2,71,0.6314726577191744,0.6236202441417985,0.8695808706408144
34.1_16.1,29.1,210,0.7813340218892706,1.8275662945106141,0.8709904437111651
31.2,9.2,71,0.636480297261976,0.41671783405813184,0.8710179145189136
35.2,25.1,73,0.8033297899220694,1.753553688738521,0.8710915872289714
31.2,15.1,85,0.2814733038570203,1.1477755523576547,0.8721046463522878
34.1_16.1,12.1_5.2,130,0.9065308194680518,0.5444265198258649,0.8737151729153968
35.1,3.1,87,0.9364781427730261,-0.7209502354559273,0.8746581767911985
34.1_16.1,9.2,71,0.6791177731127194,0.2815186000579617,0.8756409460298674
22.1,12.1_5.2,155,0.9361803806709245,0.697666412533972,0.8757542012750851
29.1,22.1,236,1.046743872185035,-0.24695013741218394,0.875912172840768
28.1,5.1_19.3_24.2,71,5.224575458055074,-5.07910617376961,0.8768070463890736
14.1,9.2,71,0.6750528905865619,0.17452318053825377,0.8778154961542454
20.1,15.1,138,1.0178716672223231,-0.24789141610104423,0.8779539070911101
32.2,5.1_19.3_24.2,39,0.8014516600340617,0.015482943522570788,0.8798327987683062
34.1_16.1,14.1,210,0.8300824119221301,0.9890028620701231,0.881462244572814
5.1_19.3_24.2,2.1,156,1.0248898661570993,-0.09322654963122844,0.882301777968771
22.1,9.1_17.2,234,0.880998783758207,1.797857300727394,0.8838515414747945
35.2,29.1,73,1.126985077512344,1.1341071635428472,0.8840923983211602
35.1,8.1_34.2,87,0.9760948233305715,0.24058659671539573,0.8850056460227982
24.1_1.2,5.1_19.3_24.2,121,0.9214740261926225,1.5976145499549794,0.8850565552705334
14.1,8.1_34.2,199,0.8319499081143461,1.3111038592882847,0.8865463877372596
29.1,8.1_34.2,202,0.8772528743005785,0.5269265994036266,0.8868745297070064
20.1,2.1,128,1.1491827262546246,-1.0587842375547796,0.887968576831858
35.2,12.1_5.2,33,1.1227930845981158,-0.10417458353383717,0.8882895545171162
35.1,22.1,87,1.0137954135758498,0.8210960141281594,0.8883580124098401
28.1,14.1,122,5.698021926502307,-5.420874358810976,0.8888046900760544
25.1,9.2,71,0.9258692706375634,-0.5289617081653507,0.8888888899913461
32.2,8.1_34.2,30,0.7544510003515175,0.7718043552756063,0.8892278090034809
32.2,12.1_5.2,30,0.8721657815434384,-0.5511778188175166,0.889478109798101
14.1,2.1,218,0.8929871237255594,0.30765851949826767,0.8896874195890095
35.2,5.1_19.3_24.2,39,0.9797929093337445,0.5073539406809504,0.8902741085739114
24.1_1.2,20.1,139,0.9069924912611592,1.2440063400022217,0.8906341267475704
27.1,22.1,50,1.3947268710942573,-1.9065124689283968,0.8917105985372032
21.1,5.1_19.3_24.2,170,0.8871570152039682,0.779445154260344,0.8919014992671056
35.1,21.1,87,0.9895714910313251,0.04513778927394415,0.8975580139506031
14.1,3.1,234,0.7933703126181496,0.22351009943253208,0.8977117205670118
35.2,28.1,73,0.17391007607484246,1.3374236542641758,0.8985338928417881
14.1,12.1_5.2,151,1.018352987644754,0.3135151035600841,0.8988387572463025
35.2,34.1_16.1,73,1.0997271167604454,1.1519207736697006,0.8998974880514912
24.1_1.2,2.1,296,1.078929650194443,0.2182499388048727,0.9003270299740302
32.2,25.1,65,0.6542540294207173,1.4879788446489262,0.9007443724291948
35.1,24.1_1.2,79,0.9506838613102115,-0.35827109456934253,0.9008786241090996
30.1_17.1,28.1,114,0.97437117035375,1.5964711845665178,0.9009896170897426
22.1,18.1_26.1,218,0.9664789304697166,1.0472576950409116,0.9012493497309113
35.2,31.2,73,1.176151355801428,0.9319732262727505,0.9018823219749852
34.1_16.1,22.1,209,0.8896097182928557,0.6372241738512493,0.9026847902772328
31.2,28.1,85,0.14286268940854116,1.2340239097165757,0.9040662052443775
31.2,8.1_34.2,50,0.8099303586942487,0.4902713106738698,0.9040846038757013
35.2,22.1,72,1.1269229493947617,0.47645456317949225,0.9042737401382188
28.1,22.1,121,5.710299932095004,-5.800297221197905,0.9047826392183344
35.2,9.1_17.2,71,1.2991874711635993,0.44597304184208614,0.9065519134450445
21.1,9.2,71,0.7105300034602389,0.174074555368867,0.9067585293707698
9.2,8.1_34.2,36,1.1165146721602552,0.8054891671219736,0.9083835108118268
35.1,28.1,26,0.17919518126781472,1.0129931540941217,0.909349113778445
21.1,14.1,234,1.0696588278095118,-0.19046658094672198,0.9101418168081222
35.1,29.1,87,0.9991092556218077,0.6393063568059784,0.9102437334002678
35.2,2.1,73,1.0030280417327395,0.4080460453061696,0.910700004696129
35.1,14.1,87,1.0235941369377364,0.007637396895495415,0.9108954081306707
32.2,15.1,65,0.29121586399006927,1.0764860233847322,0.9109125802080014
21.1,3.1,419,0.8657213980273761,0.006613746977969627,0.912020979167102
32.2,29.1,65,0.9264572460904824,0.6593246704206452,0.9140686512299367
32.2,9.1_17.2,65,1.063536231441073,-0.09581807959249206,0.9159103415600566
35.1,9.1_17.2,87,1.089738807913657,0.4930179890226298,0.9163260102656391
29.1,9.1_17.2,233,1.0055577995276919,0.595905498371076,0.9163838531578076
34.1_16.1,18.1_26.1,190,0.9005240409216203,1.1440517783509485,0.9165224477925672
29.1,14.1,234,1.00650891561534,-0.3283534741663765,0.9173116423769582
32.2,28.1,65,0.1447034556583599,1.230055087971976,0.9173525222436195
24.1_1.2,14.1,140,1.1051580035906614,0.5635495595920582,0.9179952468721697
31.2,29.1,85,0.9334364227818325,0.42748809984787955,0.919059704174111
24.1_1.2,21.1,324,0.9804149444679315,0.9932990708427109,0.9194192563958022
32.2,3.1,65,0.7492009292517094,0.21443558616552727,0.9194726969640693
22.1,14.1,233,0.8994088536359537,0.6723770195722323,0.9198451158314376
29.1,21.1,237,0.8983710416116453,0.3837593773939024,0.9220957675587494
14.1,9.1_17.2,230,0.9605251395443534,1.3647882267792164,0.9243041526109533
34.1_16.1,32.2,65,1.0143650169641951,0.3444231469145397,0.9255814594950832
29.1,24.1_1.2,143,0.8832995272928534,-0.5132934922586597,0.9272976794647597
31.2,21.1,85,0.8799935453753936,0.4412751251199576,0.9282022085119316
31.2,14.1,85,0.9198210089671179,0.48307689890047634,0.9301106957701117
24.1_1.2,3.1,324,0.8998295027531308,0.46365977003463477,0.9304598127004743
35.2,21.1,73,1.0902391201655717,0.8929168546886451,0.9305842332781983
27.1,14.1,45,1.2910912491609354,-1.4708813063624386,0.932530903356364
31.2,9.1_17.2,81,1.0606094244899686,-0.1452093955842715,0.9348380726456881
35.2,8.1_34.2,41,0.9669693882119883,0.9915797911275676,0.9368458100126423
35.2,18.1_26.1,73,1.207035462872189,0.493377619371499,0.9403596948740763
32.2,22.1,64,0.9396725490313624,-0.29101438191006523,0.9418382802840741
29.1,27.1,48,0.8594188205393155,0.3129887864490246,0.9445173851997037
34.1_16.1,31.2,85,1.0339335114546626,0.024385753292484685,0.9454630648761139
35.2,3.1,73,0.9357962450022723,0.3995296959913004,0.9456077887371953
32.2,31.2,65,0.9848304849434126,0.11886062227086253,0.9456911744587057
20.1,3.1,147,0.8615700902939794,0.29618453054838334,0.9459570482586456
32.2,21.1,65,0.8981379712792377,0.34390414945543224,0.9488950431293591
35.2,14.1,73,1.1428722148644053,0.9189225692404216,0.949136459086063
35.2,15.1,73,0.36465341559933856,1.1376657560759278,0.9516090937616222
31.2,18.1_26.1,85,0.9808325429226948,-0.010738950351180186,0.9517137423000116
31.2,22.1,84,0.932369287143877,-0.10101004296438228,0.9517365626831921
32.2,14.1,65,0.9292077528432453,0.5596208508340382,0.9538646882976874
32.2,18.1_26.1,65,0.9942447194590558,-0.17711296431330573,0.9542394807759156
35.2,32.2,62,1.2062877289304523,0.7322169185832101,0.9566830496239165
27.1,5.1_19.3_24.2,41,1.0082353487125633,0.21718633391942688,0.9646342053679542
