site_x,site_y,n_overlap,slope,intercept,r2
24.1_1.2,13.1_33.2,172,0.5968055863820398,4.083618144411954,0.327728472494751
5.1_19.3_24.2,1.1,56,0.15424873032231953,1.2209539958149647,0.33459971501553903
12.1_5.2,1.1,148,0.5893267220168971,1.5414556408070776,0.33694452137638164
33.1,20.2,17,0.3328977991939875,4.142526026750701,0.33917509490199355
21.1,1.1,160,0.6255924449059044,1.3695181316293055,0.3405223124434601
8.1_34.2,1.1,160,0.6250609040977709,1.4156774984293015,0.3538625833560239
24.1_1.2,1.1,160,0.6771609309635133,1.4704110615343167,0.3588052112488373
2.1,1.1,144,0.6423807622077581,1.506838916880871,0.36183205228331977
25.1,1.1,152,0.6483169946318821,1.1806843707143992,0.3644645538809629
11.1_32.1_18.2,1.1,69,1.0408981446704424,0.4447516132344818,0.36770322432893904
28.1,24.1_1.2,196,0.49466328019637373,4.166599428309334,0.37955850137207703
32.2,13.1_33.2,38,1.4517916382114593,3.0066376412296343,0.38138120317738783
35.2,13.1_33.2,35,1.733924523442217,4.640468837700333,0.3842495514919623
23.1,1.1,155,0.5526600666625942,1.633904392709432,0.39794502688577554
20.2,2.1,89,1.059450363382488,1.2252610713670453,0.40485210986309583
28.1,25.1,238,0.5258879799260797,5.5607106865022375,0.4144498066373528
28.1,23.1,270,0.6475480081094341,5.45569598450841,0.427048298929378
15.1,7.1_4.1,402,0.90017678573556,4.06073231502,0.4288934547323561
19.2,7.1_4.1,55,0.43394073694567936,5.690766066946602,0.42989395208574904
20.2,7.2,67,0.992327473146239,2.6143412290570973,0.43333791637138946
13.1_33.2,9.2,38,0.19501793090088917,4.210414726802695,0.4354441154344736
19.2,18.1_26.1,53,0.481951528227515,6.8622557130474755,0.43655724910546917
7.1_4.1,1.1,154,0.6952630480444795,0.8524965177206147,0.437975855319892
28.1,12.1_5.2,216,0.5679094727490206,4.755258907578217,0.43807775169915814
34.1_16.1,19.2,52,0.7611233678130475,4.1685442142609785,0.4387780534677617
