Sensor ID,Site ID,Lat,Long,Date,Time,PM2.5,removal_reason
27.1,27.1,41.50541,-81.66791,2025-08-28,08:00:00,0.704,Trim 27.1 from 2025-07-01 onward
27.1,27.1,41.50541,-81.66791,2025-08-28,08:30:00,2.078,Trim 27.1 from 2025-07-01 onward
27.1,27.1,41.50541,-81.66791,2025-08-28,09:00:00,4.876,Trim 27.1 from 2025-07-01 onward
27.1,27.1,41.50541,-81.66791,2025-08-28,09:30:00,2.83,Trim 27.1 from 2025-07-01 onward
27.1,27.1,41.50541,-81.66791,2025-08-28,10:00:00,2.747,Trim 27.1 from 2025-07-01 onward
27.1,27.1,41.50541,-81.66791,2025-08-28,10:30:00,5.727,Trim 27.1 from 2025-07-01 onward
27.1,27.1,41.50541,-81.66791,2025-08-28,11:00:00,2.703,Trim 27.1 from 2025-07-01 onward
27.1,27.1,41.50541,-81.66791,2025-08-28,11:30:00,1.651,Trim 27.1 from 2025-07-01 onward
27.1,27.1,41.50541,-81.66791,2025-08-28,12:00:00,9.047,Trim 27.1 from 2025-07-01 onward
27.1,27.1,41.50541,-81.66791,2025-08-28,12:30:00,5.525,Trim 27.1 from 2025-07-01 onward
27.1,27.1,41.50541,-81.66791,2025-08-28,13:00:00,6.085,Trim 27.1 from 2025-07-01 onward
27.1,27.1,41.50541,-81.66791,2025-08-28,13:30:00,1.235,Trim 27.1 from 2025-07-01 onward
27.1,27.1,41.50541,-81.66791,2025-08-28,14:00:00,2.924,Trim 27.1 from 2025-07-01 onward
27.1,27.1,41.50541,-81.66791,2025-08-28,14:30:00,3.281,Trim 27.1 from 2025-07-01 onward
27.1,27.1,41.50541,-81.66791,2025-08-28,15:00:00,2.414,Trim 27.1 from 2025-07-01 onward
27.1,27.1,41.50541,-81.66791,2025-08-28,15:30:00,5.88,Trim 27.1 from 2025-07-01 onward
27.1,27.1,41.50541,-81.66791,2025-08-28,16:00:00,1.222,Trim 27.1 from 2025-07-01 onward
27.1,27.1,41.50541,-81.66791,2025-08-28,16:30:00,1.748,Trim 27.1 from 2025-07-01 onward
27.1,27.1,41.50541,-81.66791,2025-08-28,17:00:00,1.344,Trim 27.1 from 2025-07-01 onward
27.1,27.1,41.50541,-81.66791,2025-08-28,17:30:00,1.794,Trim 27.1 from 2025-07-01 onward
27.1,27.1,41.50541,-81.66791,2025-08-28,18:00:00,1.008,Trim 27.1 from 2025-07-01 onward
27.1,27.1,41.50541,-81.66791,2025-08-28,18:30:00,3.23,Trim 27.1 from 2025-07-01 onward
