date,0034,0038,0045,0060,0065,0073
2025-11-30,4.8,7,NA,NA,7.7,6.4
2025-12-03,13.7,13.2,NA,NA,16.7,12.2
2025-12-06,21.2,20.4,NA,21.2,20.5,21.9
2025-12-09,7.4,14.75,7.9,10.7,8.7,7.1
2025-12-12,6.1,8.1,9,8.3,11.2,7
2025-12-15,11.7,11.1,11.3,12.8,14,10.3
2025-12-18,7.1,16.6,7.5,11.1,18.6,7.2
2025-12-21,5.7,7.3,10.7,7.2,8.1,7.1
2025-12-24,12,15.9,12.9,NA,12.4,12
2025-12-27,5.5,5.65,5.1,5.7,6.2,6.5
2025-12-30,4.5,0.7,11,5,5.8,4.5
2025-04-11,NA,7.050000000000001,NA,NA,NA,NA
2024-11-28,NA,NA,1.8,NA,NA,NA
2025-04-05,NA,NA,6.8,NA,NA,NA
2025-07-01,NA,NA,11.7,NA,NA,NA
2025-07-04,NA,NA,35.2,NA,NA,NA
2025-08-30,NA,NA,4.2,NA,NA,NA
2024-12-07,NA,NA,NA,7.6,NA,NA
2024-12-28,NA,NA,NA,4.8,NA,NA
2025-01-05,NA,NA,NA,10.7,NA,NA
2025-04-26,NA,NA,NA,3.9,NA,NA
2025-11-25,NA,NA,NA,7.9,NA,NA
2025-12-04,NA,NA,NA,8.4,NA,NA
2024-12-04,NA,NA,NA,NA,12,NA
2024-12-06,NA,NA,NA,NA,6.4,NA
2025-03-03,NA,NA,NA,NA,10.5,NA
2025-11-20,NA,NA,NA,NA,24.5,NA
2025-01-23,NA,NA,NA,NA,NA,10.7
2025-04-30,NA,NA,NA,NA,NA,2.4
