site_number,date,fem_pm25_daily,n_hourly_obs,first_hour,last_hour,valid_daily
0034,2025-05-19,2.973913043478261,24,2025-05-19T01:00:00Z,2025-05-20T00:00:00Z,TRUE
0034,2025-05-20,3.529166666666667,24,2025-05-20T01:00:00Z,2025-05-21T00:00:00Z,TRUE
0034,2025-05-21,4.5249999999999995,24,2025-05-21T01:00:00Z,2025-05-22T00:00:00Z,TRUE
0034,2025-05-22,1.6875,24,2025-05-22T01:00:00Z,2025-05-23T00:00:00Z,TRUE
0034,2025-05-23,1.2333333333333334,24,2025-05-23T01:00:00Z,2025-05-24T00:00:00Z,TRUE
0034,2025-05-24,1.4083333333333334,24,2025-05-24T01:00:00Z,2025-05-25T00:00:00Z,TRUE
0034,2025-05-25,4.570833333333333,24,2025-05-25T01:00:00Z,2025-05-26T00:00:00Z,TRUE
0034,2025-05-26,5.579166666666667,24,2025-05-26T01:00:00Z,2025-05-27T00:00:00Z,TRUE
0034,2025-05-27,4.070833333333334,24,2025-05-27T01:00:00Z,2025-05-28T00:00:00Z,TRUE
0034,2025-05-28,1.7833333333333332,24,2025-05-28T01:00:00Z,2025-05-29T00:00:00Z,TRUE
0034,2025-05-29,6.370833333333334,24,2025-05-29T01:00:00Z,2025-05-30T00:00:00Z,TRUE
0034,2025-05-30,7.175,24,2025-05-30T01:00:00Z,2025-05-31T00:00:00Z,TRUE
0034,2025-05-31,4.875,24,2025-05-31T01:00:00Z,2025-06-01T00:00:00Z,TRUE
0034,2025-06-01,4.633333333333334,24,2025-06-01T01:00:00Z,2025-06-02T00:00:00Z,TRUE
0034,2025-06-02,4.395833333333333,24,2025-06-02T01:00:00Z,2025-06-03T00:00:00Z,TRUE
0034,2025-06-03,7.791666666666667,24,2025-06-03T01:00:00Z,2025-06-04T00:00:00Z,TRUE
0034,2025-06-04,22.02916666666667,24,2025-06-04T01:00:00Z,2025-06-05T00:00:00Z,TRUE
0034,2025-06-05,15.116666666666667,24,2025-06-05T01:00:00Z,2025-06-06T00:00:00Z,TRUE
0034,2025-06-06,21.529166666666665,24,2025-06-06T01:00:00Z,2025-06-07T00:00:00Z,TRUE
0034,2025-06-07,28.4,24,2025-06-07T01:00:00Z,2025-06-08T00:00:00Z,TRUE
0034,2025-06-08,25.6,24,2025-06-08T01:00:00Z,2025-06-09T00:00:00Z,TRUE
0034,2025-06-09,10.329166666666666,24,2025-06-09T01:00:00Z,2025-06-10T00:00:00Z,TRUE
0034,2025-06-10,8.995833333333334,24,2025-06-10T01:00:00Z,2025-06-11T00:00:00Z,TRUE
0034,2025-06-11,14.5125,24,2025-06-11T01:00:00Z,2025-06-12T00:00:00Z,TRUE
0034,2025-06-12,19.533333333333335,24,2025-06-12T01:00:00Z,2025-06-13T00:00:00Z,TRUE
0034,2025-06-13,15.579166666666667,24,2025-06-13T01:00:00Z,2025-06-14T00:00:00Z,TRUE
0034,2025-06-14,6.045833333333333,24,2025-06-14T01:00:00Z,2025-06-15T00:00:00Z,TRUE
0034,2025-06-15,8.529166666666667,24,2025-06-15T01:00:00Z,2025-06-16T00:00:00Z,TRUE
0034,2025-06-16,6.821739130434783,24,2025-06-16T01:00:00Z,2025-06-17T00:00:00Z,TRUE
0034,2025-06-17,7.1625,24,2025-06-17T01:00:00Z,2025-06-18T00:00:00Z,TRUE
0034,2025-06-18,6.0375,24,2025-06-18T01:00:00Z,2025-06-19T00:00:00Z,TRUE
0034,2025-06-19,4.0375,24,2025-06-19T01:00:00Z,2025-06-20T00:00:00Z,TRUE
0034,2025-06-20,6.4875,24,2025-06-20T01:00:00Z,2025-06-21T00:00:00Z,TRUE
0034,2025-06-21,8.7125,24,2025-06-21T01:00:00Z,2025-06-22T00:00:00Z,TRUE
0034,2025-06-22,11.341666666666667,24,2025-06-22T01:00:00Z,2025-06-23T00:00:00Z,TRUE
0034,2025-06-23,14.700000000000001,24,2025-06-23T01:00:00Z,2025-06-24T00:00:00Z,TRUE
0034,2025-06-24,14.575,24,2025-06-24T01:00:00Z,2025-06-25T00:00:00Z,TRUE
0034,2025-06-25,9.516666666666667,24,2025-06-25T01:00:00Z,2025-06-26T00:00:00Z,TRUE
0034,2025-06-26,9.791666666666666,24,2025-06-26T01:00:00Z,2025-06-27T00:00:00Z,TRUE
0034,2025-06-27,9.633333333333333,24,2025-06-27T01:00:00Z,2025-06-28T00:00:00Z,TRUE
0034,2025-06-28,7.4875,24,2025-06-28T01:00:00Z,2025-06-29T00:00:00Z,TRUE
0034,2025-06-29,5.966666666666667,24,2025-06-29T01:00:00Z,2025-06-30T00:00:00Z,TRUE
0034,2025-06-30,7.145833333333333,24,2025-06-30T01:00:00Z,2025-07-01T00:00:00Z,TRUE
