site1,site2,lat1,lon1,lat2,lon2,distance_km
22.1,11.1_32.1_18.2,41.44404,-81.72271,41.56206,-81.564009,18.645623846274674
23.1,11.1_32.1_18.2,41.449672,-81.564,41.56206,-81.564009,12.510974953772399
24.1_1.2,11.1_32.1_18.2,41.564906,-81.579597,41.56206,-81.564009,1.3364441036392198
25.1,11.1_32.1_18.2,41.46717,-81.63003,41.56206,-81.564009,11.9106617376763
27.1,11.1_32.1_18.2,41.50541,-81.66791,41.56206,-81.564009,10.711246196277417
28.1,11.1_32.1_18.2,41.46308,-81.69823,41.56206,-81.564009,15.702954954951391
29.1,11.1_32.1_18.2,41.43498,-81.81362,41.56206,-81.564009,25.16417695363218
30.1_17.1,11.1_32.1_18.2,41.47473,-81.72846,41.56206,-81.564009,16.80440894839755
31.2,11.1_32.1_18.2,41.47218,-81.69863,41.56206,-81.564009,15.033797153976302
32.2,11.1_32.1_18.2,41.47214,-81.62353,41.56206,-81.564009,11.171844877886956
33.1,11.1_32.1_18.2,41.4668,-81.70792,41.56206,-81.564009,16.010841564134605
34.1_16.1,11.1_32.1_18.2,41.469970000000004,-81.72552,41.56206,-81.564009,16.92120247262585
35.1,11.1_32.1_18.2,41.463988,-81.645973,41.56206,-81.564009,12.878953929010134
35.2,11.1_32.1_18.2,41.54031,-81.60699,41.56206,-81.564009,4.322402752302521
1.1,12.1_5.2,41.456319,-81.639257,41.49409,-81.70976,7.228918160008649
2.1,12.1_5.2,41.57947,-81.56615,41.49409,-81.70976,15.281703402247961
3.1,12.1_5.2,41.575635,-81.541699,41.49409,-81.70976,16.68895378785856
5.1_19.3_24.2,12.1_5.2,41.46274,-81.65997,41.49409,-81.70976,5.4242768550311435
7.1_4.1,12.1_5.2,41.476985,-81.682376,41.49409,-81.70976,2.973302773544435
7.2,12.1_5.2,41.44539,-81.53876,41.49409,-81.70976,15.259015086592255
8.1_34.2,12.1_5.2,41.446336,-81.650709,41.49409,-81.70976,7.247090387644016
9.1_17.2,12.1_5.2,41.49211735298013,-81.67856,41.49409,-81.70976,2.6107775830045523
9.2,12.1_5.2,41.50604,-81.66306,41.49409,-81.70976,4.114511767154571
11.1_32.1_18.2,12.1_5.2,41.56206,-81.564009,41.49409,-81.70976,14.310385696489837
12.1_5.2,12.1_5.2,41.49409,-81.70976,41.49409,-81.70976,0
13.1_33.2,12.1_5.2,41.489571,-81.71175,41.49409,-81.70976,0.5297132889477859
14.1,12.1_5.2,41.49537,-81.63033,41.49409,-81.70976,6.62441799687504
15.1,12.1_5.2,41.552492,-81.591944,41.49409,-81.70976,11.776373507677851
18.1_26.1,12.1_5.2,41.47918,-81.75257,41.49409,-81.70976,3.9369269853940994
19.1,12.1_5.2,41.462862,-81.647249,41.49409,-81.70976,6.26617707227093
19.2,12.1_5.2,41.46491,-81.59068,41.49409,-81.70976,10.448972866157543
20.1,12.1_5.2,41.569957,-81.541194,41.49409,-81.70976,16.390335334127435
20.2,12.1_5.2,41.50459,-81.6439,41.49409,-81.70976,5.6140526174924466
21.1,12.1_5.2,41.486323,-81.624582,41.49409,-81.70976,7.155082648669699
22.1,12.1_5.2,41.44404,-81.72271,41.49409,-81.70976,5.675288278693629
23.1,12.1_5.2,41.449672,-81.564,41.49409,-81.70976,13.124803017277621
24.1_1.2,12.1_5.2,41.564906,-81.579597,41.49409,-81.70976,13.409182475487583
25.1,12.1_5.2,41.46717,-81.63003,41.49409,-81.70976,7.293431229739726
27.1,12.1_5.2,41.50541,-81.66791,41.49409,-81.70976,3.7097686880871055
28.1,12.1_5.2,41.46308,-81.69823,41.49409,-81.70976,3.5834513001303083
29.1,12.1_5.2,41.43498,-81.81362,41.49409,-81.70976,10.87937302213536
30.1_17.1,12.1_5.2,41.47473,-81.72846,41.49409,-81.70976,2.6601801322270786
31.2,12.1_5.2,41.47218,-81.69863,41.49409,-81.70976,2.6096554300223973
32.2,12.1_5.2,41.47214,-81.62353,41.49409,-81.70976,7.594951163021605
33.1,12.1_5.2,41.4668,-81.70792,41.49409,-81.70976,3.04178211337818
34.1_16.1,12.1_5.2,41.469970000000004,-81.72552,41.49409,-81.70976,2.989452367965362
35.1,12.1_5.2,41.463988,-81.645973,41.49409,-81.70976,6.287263366939479
35.2,12.1_5.2,41.54031,-81.60699,41.49409,-81.70976,9.992465651380925
1.1,13.1_33.2,41.456319,-81.639257,41.489571,-81.71175,7.089576013670218
2.1,13.1_33.2,41.57947,-81.56615,41.489571,-81.71175,15.727437724465418
3.1,13.1_33.2,41.575635,-81.541699,41.489571,-81.71175,17.105355785960775
5.1_19.3_24.2,13.1_33.2,41.46274,-81.65997,41.489571,-81.71175,5.250894685799509
7.1_4.1,13.1_33.2,41.476985,-81.682376,41.489571,-81.71175,2.8220086695717472
7.2,13.1_33.2,41.44539,-81.53876,41.489571,-81.71175,15.245114858591828
8.1_34.2,13.1_33.2,41.446336,-81.650709,41.489571,-81.71175,7.0063905600042755
9.1_17.2,13.1_33.2,41.49211735298013,-81.67856,41.489571,-81.71175,2.782031648554542
9.2,13.1_33.2,41.50604,-81.66306,41.489571,-81.71175,4.454358525381738
11.1_32.1_18.2,13.1_33.2,41.56206,-81.564009,41.489571,-81.71175,14.721400571005763
12.1_5.2,13.1_33.2,41.49409,-81.70976,41.489571,-81.71175,0.5297132889477859
13.1_33.2,13.1_33.2,41.489571,-81.71175,41.489571,-81.71175,0
14.1,13.1_33.2,41.49537,-81.63033,41.489571,-81.71175,6.819670512503157
15.1,13.1_33.2,41.552492,-81.591944,41.489571,-81.71175,12.197071851311609
18.1_26.1,13.1_33.2,41.47918,-81.75257,41.489571,-81.71175,3.5952814518739236
19.1,13.1_33.2,41.462862,-81.647249,41.489571,-81.71175,6.146595450978404
19.2,13.1_33.2,41.46491,-81.59068,41.489571,-81.71175,10.464086331530583
20.1,13.1_33.2,41.569957,-81.541194,41.489571,-81.71175,16.79564321279713
20.2,13.1_33.2,41.50459,-81.6439,41.489571,-81.71175,5.899023988742186
21.1,13.1_33.2,41.486323,-81.624582,41.489571,-81.71175,7.277828904833238
22.1,13.1_33.2,41.44404,-81.72271,41.489571,-81.71175,5.150281855054851
23.1,13.1_33.2,41.449672,-81.564,41.489571,-81.71175,13.100110543207547
24.1_1.2,13.1_33.2,41.564906,-81.579597,41.489571,-81.71175,13.842841874567167
25.1,13.1_33.2,41.46717,-81.63003,41.489571,-81.71175,7.25741364118893
27.1,13.1_33.2,41.50541,-81.66791,41.489571,-81.71175,4.058268569562017
28.1,13.1_33.2,41.46308,-81.69823,41.489571,-81.71175,3.1572011367036863
29.1,13.1_33.2,41.43498,-81.81362,41.489571,-81.71175,10.447471617878183
30.1_17.1,13.1_33.2,41.47473,-81.72846,41.489571,-81.71175,2.161342069498332
31.2,13.1_33.2,41.47218,-81.69863,41.489571,-81.71175,2.223772427495513
32.2,13.1_33.2,41.47214,-81.62353,41.489571,-81.71175,7.6089497400328625
33.1,13.1_33.2,41.4668,-81.70792,41.489571,-81.71175,2.554903036268639
34.1_16.1,13.1_33.2,41.469970000000004,-81.72552,41.489571,-81.71175,2.465735747496328
35.1,13.1_33.2,41.463988,-81.645973,41.489571,-81.71175,6.181167064889152
35.2,13.1_33.2,41.54031,-81.60699,41.489571,-81.71175,10.39968909530503
1.1,14.1,41.456319,-81.639257,41.49537,-81.63033,4.41043772321769
2.1,14.1,41.57947,-81.56615,41.49537,-81.63033,10.781721511678713
3.1,14.1,41.575635,-81.541699,41.49537,-81.63033,11.592220002571228
5.1_19.3_24.2,14.1,41.46274,-81.65997,41.49537,-81.63033,4.393713190377589
7.1_4.1,14.1,41.476985,-81.682376,41.49537,-81.63033,4.7985141462843925
7.2,14.1,41.44539,-81.53876,41.49537,-81.63033,9.449559277483962
8.1_34.2,14.1,41.446336,-81.650709,41.49537,-81.63033,5.716991251222317
9.1_17.2,14.1,41.49211735298013,-81.67856,41.49537,-81.63033,4.037753547317892
9.2,14.1,41.50604,-81.66306,41.49537,-81.63033,2.9760817682280143
11.1_32.1_18.2,14.1,41.56206,-81.564009,41.49537,-81.63033,9.255346487517896
12.1_5.2,14.1,41.49409,-81.70976,41.49537,-81.63033,6.62441799687504
13.1_33.2,14.1,41.489571,-81.71175,41.49537,-81.63033,6.819670512503157
14.1,14.1,41.49537,-81.63033,41.49537,-81.63033,0
15.1,14.1,41.552492,-81.591944,41.49537,-81.63033,7.118218259942945
18.1_26.1,14.1,41.47918,-81.75257,41.49537,-81.63033,10.351659628528353
19.1,14.1,41.462862,-81.647249,41.49537,-81.63033,3.8841451987434543
19.2,14.1,41.46491,-81.59068,41.49537,-81.63033,4.736262196872204
20.1,14.1,41.569957,-81.541194,41.49537,-81.63033,11.140559134469719
20.2,14.1,41.50459,-81.6439,41.49537,-81.63033,1.5275602783134372
21.1,14.1,41.486323,-81.624582,41.49537,-81.63033,1.1153438107789324
22.1,14.1,41.44404,-81.72271,41.49537,-81.63033,9.593065499169825
23.1,14.1,41.449672,-81.564,41.49537,-81.63033,7.5157786817027015
24.1_1.2,14.1,41.564906,-81.579597,41.49537,-81.63033,8.820034675266164
25.1,14.1,41.46717,-81.63003,41.49537,-81.63033,3.1393093394393548
27.1,14.1,41.50541,-81.66791,41.49537,-81.63033,3.3265266872625396
28.1,14.1,41.46308,-81.69823,41.49537,-81.63033,6.707349641145953
29.1,14.1,41.43498,-81.81362,41.49537,-81.63033,16.702350220195953
30.1_17.1,14.1,41.47473,-81.72846,41.49537,-81.63033,8.499752531369044
31.2,14.1,41.47218,-81.69863,41.49537,-81.63033,6.2535258428027065
32.2,14.1,41.47214,-81.62353,41.49537,-81.63033,2.6474001445776727
33.1,14.1,41.4668,-81.70792,41.49537,-81.63033,7.210169902117726
34.1_16.1,14.1,41.469970000000004,-81.72552,41.49537,-81.63033,8.426955129231285
35.1,14.1,41.463988,-81.645973,41.49537,-81.63033,3.7290844739437796
35.2,14.1,41.54031,-81.60699,41.49537,-81.63033,5.367640104618457
1.1,15.1,41.456319,-81.639257,41.552492,-81.591944,11.409426475048559
2.1,15.1,41.57947,-81.56615,41.552492,-81.591944,3.692484100050361
3.1,15.1,41.575635,-81.541699,41.552492,-81.591944,4.9143608958515035
5.1_19.3_24.2,15.1,41.46274,-81.65997,41.552492,-81.591944,11.488341244184214
7.1_4.1,15.1,41.476985,-81.682376,41.552492,-81.591944,11.290293735931092
7.2,15.1,41.44539,-81.53876,41.552492,-81.591944,12.720420127825477
8.1_34.2,15.1,41.446336,-81.650709,41.552492,-81.591944,12.792648401161001
9.1_17.2,15.1,41.49211735298013,-81.67856,41.552492,-81.591944,9.863255679492596
9.2,15.1,41.50604,-81.66306,41.552492,-81.591944,7.865289126396493
11.1_32.1_18.2,15.1,41.56206,-81.564009,41.552492,-81.591944,2.5591515478778164
12.1_5.2,15.1,41.49409,-81.70976,41.552492,-81.591944,11.776373507677851
13.1_33.2,15.1,41.489571,-81.71175,41.552492,-81.591944,12.197071851311609
14.1,15.1,41.49537,-81.63033,41.552492,-81.591944,7.118218259942945
15.1,15.1,41.552492,-81.591944,41.552492,-81.591944,0
18.1_26.1,15.1,41.47918,-81.75257,41.552492,-81.591944,15.679884444976222
19.1,15.1,41.462862,-81.647249,41.552492,-81.591944,10.991258221569575
19.2,15.1,41.46491,-81.59068,41.552492,-81.591944,9.750153023836011
20.1,15.1,41.569957,-81.541194,41.552492,-81.591944,4.652857022911646
20.2,15.1,41.50459,-81.6439,41.552492,-81.591944,6.868934093772134
21.1,15.1,41.486323,-81.624582,41.552492,-81.591944,7.852173954948462
22.1,15.1,41.44404,-81.72271,41.552492,-81.591944,16.267194307800494
23.1,15.1,41.449672,-81.564,41.552492,-81.591944,11.680567406165952
24.1_1.2,15.1,41.564906,-81.579597,41.552492,-81.591944,1.7226343418020362
25.1,15.1,41.46717,-81.63003,41.552492,-81.591944,10.014582663720928
27.1,15.1,41.50541,-81.66791,41.552492,-81.591944,8.218726311207552
28.1,15.1,41.46308,-81.69823,41.552492,-81.591944,13.325689516732407
29.1,15.1,41.43498,-81.81362,41.552492,-81.591944,22.644372215769238
30.1_17.1,15.1,41.47473,-81.72846,41.552492,-81.591944,14.297710054743657
31.2,15.1,41.47218,-81.69863,41.552492,-81.591944,12.61013731883284
32.2,15.1,41.47214,-81.62353,41.552492,-81.591944,9.324202848062882
33.1,15.1,41.4668,-81.70792,41.552492,-81.591944,13.581744041895396
34.1_16.1,15.1,41.469970000000004,-81.72552,41.552492,-81.591944,14.435054199086222
35.1,15.1,41.463988,-81.645973,41.552492,-81.591944,10.832926855764088
35.2,15.1,41.54031,-81.60699,41.552492,-81.591944,1.8467118865480978
1.1,18.1_26.1,41.456319,-81.639257,41.47918,-81.75257,9.788589397577717
2.1,18.1_26.1,41.57947,-81.56615,41.47918,-81.75257,19.13084305746904
3.1,18.1_26.1,41.575635,-81.541699,41.47918,-81.75257,20.594186215143658
5.1_19.3_24.2,18.1_26.1,41.46274,-81.65997,41.47918,-81.75257,7.937685927443782
7.1_4.1,18.1_26.1,41.476985,-81.682376,41.47918,-81.75257,5.859387381706464
7.2,18.1_26.1,41.44539,-81.53876,41.47918,-81.75257,18.228743487676816
8.1_34.2,18.1_26.1,41.446336,-81.650709,41.47918,-81.75257,9.250569146983244
9.1_17.2,18.1_26.1,41.49211735298013,-81.67856,41.47918,-81.75257,6.337633885602389
9.2,18.1_26.1,41.50604,-81.66306,41.47918,-81.75257,8.040254482080604
11.1_32.1_18.2,18.1_26.1,41.56206,-81.564009,41.47918,-81.75257,18.22397192093721
12.1_5.2,18.1_26.1,41.49409,-81.70976,41.47918,-81.75257,3.9369269853940994
13.1_33.2,18.1_26.1,41.489571,-81.71175,41.47918,-81.75257,3.5952814518739236
14.1,18.1_26.1,41.49537,-81.63033,41.47918,-81.75257,10.351659628528353
15.1,18.1_26.1,41.552492,-81.591944,41.47918,-81.75257,15.679884444976222
18.1_26.1,18.1_26.1,41.47918,-81.75257,41.47918,-81.75257,0
19.1,18.1_26.1,41.462862,-81.647249,41.47918,-81.75257,8.970734586900917
19.2,18.1_26.1,41.46491,-81.59068,41.47918,-81.75257,13.59625478201859
20.1,18.1_26.1,41.569957,-81.541194,41.47918,-81.75257,20.308981331177275
20.2,18.1_26.1,41.50459,-81.6439,41.47918,-81.75257,9.492556529067455
21.1,18.1_26.1,41.486323,-81.624582,41.47918,-81.75257,10.703208808681264
22.1,18.1_26.1,41.44404,-81.72271,41.47918,-81.75257,4.637566247879967
23.1,18.1_26.1,41.449672,-81.564,41.47918,-81.75257,16.069654259626883
24.1_1.2,18.1_26.1,41.564906,-81.579597,41.47918,-81.75257,17.28877327061585
25.1,18.1_26.1,41.46717,-81.63003,41.47918,-81.75257,10.307872307119428
27.1,18.1_26.1,41.50541,-81.66791,41.47918,-81.75257,7.639279118065501
28.1,18.1_26.1,41.46308,-81.69823,41.47918,-81.75257,4.874007250286684
29.1,18.1_26.1,41.43498,-81.81362,41.47918,-81.75257,7.081767234770234
30.1_17.1,18.1_26.1,41.47473,-81.72846,41.47918,-81.75257,2.0709657346438015
31.2,18.1_26.1,41.47218,-81.69863,41.47918,-81.75257,4.565834188195319
32.2,18.1_26.1,41.47214,-81.62353,41.47918,-81.75257,10.791036091964314
33.1,18.1_26.1,41.4668,-81.70792,41.47918,-81.75257,3.9709850062094474
34.1_16.1,18.1_26.1,41.469970000000004,-81.72552,41.47918,-81.75257,2.4781620172090766
35.1,18.1_26.1,41.463988,-81.645973,41.47918,-81.75257,9.050654617079863
35.2,18.1_26.1,41.54031,-81.60699,41.47918,-81.75257,13.913369704308673
1.1,19.1,41.456319,-81.639257,41.462862,-81.647249,0.9874460008914547
2.1,19.1,41.57947,-81.56615,41.462862,-81.647249,14.63514919964548
3.1,19.1,41.575635,-81.541699,41.462862,-81.647249,15.32950203234397
5.1_19.3_24.2,19.1,41.46274,-81.65997,41.462862,-81.647249,1.0612885158589862
7.1_4.1,19.1,41.476985,-81.682376,41.462862,-81.647249,3.3251612407686966
7.2,19.1,41.44539,-81.53876,41.462862,-81.647249,9.258105793246305
8.1_34.2,19.1,41.446336,-81.650709,41.462862,-81.647249,1.8621770374895836
9.1_17.2,19.1,41.49211735298013,-81.67856,41.462862,-81.647249,4.1743863993506345
9.2,19.1,41.50604,-81.66306,41.462862,-81.647249,4.984122785741792
11.1_32.1_18.2,19.1,41.56206,-81.564009,41.462862,-81.647249,13.041686627412279
12.1_5.2,19.1,41.49409,-81.70976,41.462862,-81.647249,6.26617707227093
13.1_33.2,19.1,41.489571,-81.71175,41.462862,-81.647249,6.146595450978404
14.1,19.1,41.49537,-81.63033,41.462862,-81.647249,3.8841451987434543
15.1,19.1,41.552492,-81.591944,41.462862,-81.647249,10.991258221569575
18.1_26.1,19.1,41.47918,-81.75257,41.462862,-81.647249,8.970734586900917
19.1,19.1,41.462862,-81.647249,41.462862,-81.647249,0
19.2,19.1,41.46491,-81.59068,41.462862,-81.647249,4.724481094166509
20.1,19.1,41.569957,-81.541194,41.462862,-81.647249,14.841580598680178
20.2,19.1,41.50459,-81.6439,41.462862,-81.647249,4.653528175123203
21.1,19.1,41.486323,-81.624582,41.462862,-81.647249,3.224133940441369
22.1,19.1,41.44404,-81.72271,41.462862,-81.647249,6.63544857756689
23.1,19.1,41.449672,-81.564,41.462862,-81.647249,7.098941849112232
24.1_1.2,19.1,41.564906,-81.579597,41.462862,-81.647249,12.682195629098233
25.1,19.1,41.46717,-81.63003,41.462862,-81.647249,1.5143226872428095
27.1,19.1,41.50541,-81.66791,41.462862,-81.647249,5.040080936506493
28.1,19.1,41.46308,-81.69823,41.462862,-81.647249,4.252956356444711
29.1,19.1,41.43498,-81.81362,41.462862,-81.647249,14.224598616754767
30.1_17.1,19.1,41.47473,-81.72846,41.462862,-81.647249,6.901723289125561
31.2,19.1,41.47218,-81.69863,41.462862,-81.647249,4.409687918104263
32.2,19.1,41.47214,-81.62353,41.462862,-81.647249,2.2318787948089187
33.1,19.1,41.4668,-81.70792,41.462862,-81.647249,5.080041530432798
34.1_16.1,19.1,41.469970000000004,-81.72552,41.462862,-81.647249,6.576871178961982
35.1,19.1,41.463988,-81.645973,41.462862,-81.647249,0.16444446959278683
35.2,19.1,41.54031,-81.60699,41.462862,-81.647249,9.251783816757023
1.1,19.2,41.456319,-81.639257,41.46491,-81.59068,4.1638052656565145
2.1,19.2,41.57947,-81.56615,41.46491,-81.59068,12.915598010503683
3.1,19.2,41.575635,-81.541699,41.46491,-81.59068,12.9843301715574
5.1_19.3_24.2,19.2,41.46274,-81.65997,41.46491,-81.59068,5.785211887966837
7.1_4.1,19.2,41.476985,-81.682376,41.46491,-81.59068,7.76565198224499
7.2,19.2,41.44539,-81.53876,41.46491,-81.59068,4.846207406484528
8.1_34.2,19.2,41.446336,-81.650709,41.46491,-81.59068,5.418276064477394
9.1_17.2,19.2,41.49211735298013,-81.67856,41.46491,-81.59068,7.930412607607037
9.2,19.2,41.50604,-81.66306,41.46491,-81.59068,7.575988717408747
11.1_32.1_18.2,19.2,41.56206,-81.564009,41.46491,-81.59068,11.04083552630516
12.1_5.2,19.2,41.49409,-81.70976,41.46491,-81.59068,10.448972866157543
13.1_33.2,19.2,41.489571,-81.71175,41.46491,-81.59068,10.464086331530583
14.1,19.2,41.49537,-81.63033,41.46491,-81.59068,4.736262196872204
15.1,19.2,41.552492,-81.591944,41.46491,-81.59068,9.750153023836011
18.1_26.1,19.2,41.47918,-81.75257,41.46491,-81.59068,13.59625478201859
19.1,19.2,41.462862,-81.647249,41.46491,-81.59068,4.724481094166509
19.2,19.2,41.46491,-81.59068,41.46491,-81.59068,0
20.1,19.2,41.569957,-81.541194,41.46491,-81.59068,12.39990407410029
20.2,19.2,41.50459,-81.6439,41.46491,-81.59068,6.261683263985926
21.1,19.2,41.486323,-81.624582,41.46491,-81.59068,3.6982703791097014
22.1,19.2,41.44404,-81.72271,41.46491,-81.59068,11.257846164180208
23.1,19.2,41.449672,-81.564,41.46491,-81.59068,2.7985487409783265
24.1_1.2,19.2,41.564906,-81.579597,41.46491,-81.59068,11.169772112043306
25.1,19.2,41.46717,-81.63003,41.46491,-81.59068,3.2920889175043957
27.1,19.2,41.50541,-81.66791,41.46491,-81.59068,7.861601414703566
28.1,19.2,41.46308,-81.69823,41.46491,-81.59068,8.974101268522189
29.1,19.2,41.43498,-81.81362,41.46491,-81.59068,18.897640770601498
30.1_17.1,19.2,41.47473,-81.72846,41.46491,-81.59068,11.544406163155301
31.2,19.2,41.47218,-81.69863,41.46491,-81.59068,9.040819661566964
32.2,19.2,41.47214,-81.62353,41.46491,-81.59068,2.8559003203089857
33.1,19.2,41.4668,-81.70792,41.46491,-81.59068,9.782107854024863
34.1_16.1,19.2,41.469970000000004,-81.72552,41.46491,-81.59068,11.261809748149687
35.1,19.2,41.463988,-81.645973,41.46491,-81.59068,4.613635205447327
35.2,19.2,41.54031,-81.60699,41.46491,-81.59068,8.502918752655932
1.1,20.1,41.456319,-81.639257,41.569957,-81.541194,15.061302945908006
2.1,20.1,41.57947,-81.56615,41.569957,-81.541194,2.332514342312717
3.1,20.1,41.575635,-81.541699,41.569957,-81.541194,0.6334696703049534
5.1_19.3_24.2,20.1,41.46274,-81.65997,41.569957,-81.541194,15.507008855200825
7.1_4.1,20.1,41.476985,-81.682376,41.569957,-81.541194,15.670537487100917
7.2,20.1,41.44539,-81.53876,41.569957,-81.541194,13.868219457315293
8.1_34.2,20.1,41.446336,-81.650709,41.569957,-81.541194,16.514365262390612
9.1_17.2,20.1,41.49211735298013,-81.67856,41.569957,-81.541194,14.356920806502124
9.2,20.1,41.50604,-81.66306,41.569957,-81.541194,12.399124115255358
11.1_32.1_18.2,20.1,41.56206,-81.564009,41.569957,-81.541194,2.093716322722494
12.1_5.2,20.1,41.49409,-81.70976,41.569957,-81.541194,16.390335334127435
13.1_33.2,20.1,41.489571,-81.71175,41.569957,-81.541194,16.79564321279713
14.1,20.1,41.49537,-81.63033,41.569957,-81.541194,11.140559134469719
15.1,20.1,41.552492,-81.591944,41.569957,-81.541194,4.652857022911646
18.1_26.1,20.1,41.47918,-81.75257,41.569957,-81.541194,20.308981331177275
19.1,20.1,41.462862,-81.647249,41.569957,-81.541194,14.841580598680178
19.2,20.1,41.46491,-81.59068,41.569957,-81.541194,12.39990407410029
20.1,20.1,41.569957,-81.541194,41.569957,-81.541194,0
20.2,20.1,41.50459,-81.6439,41.569957,-81.541194,11.233378900496545
21.1,20.1,41.486323,-81.624582,41.569957,-81.541194,11.617694553066087
22.1,20.1,41.44404,-81.72271,41.569957,-81.541194,20.62650523235304
23.1,20.1,41.449672,-81.564,41.569957,-81.541194,13.524352505838573
24.1_1.2,20.1,41.564906,-81.579597,41.569957,-81.541194,3.2474982007114033
25.1,20.1,41.46717,-81.63003,41.569957,-81.541194,13.628992541400825
27.1,20.1,41.50541,-81.66791,41.569957,-81.541194,12.771564712523187
28.1,20.1,41.46308,-81.69823,41.569957,-81.541194,17.688397113163578
29.1,20.1,41.43498,-81.81362,41.569957,-81.541194,27.23253454048087
30.1_17.1,20.1,41.47473,-81.72846,41.569957,-81.541194,18.867176795098118
31.2,20.1,41.47218,-81.69863,41.569957,-81.541194,17.04848441640407
32.2,20.1,41.47214,-81.62353,41.569957,-81.541194,12.870953776080087
33.1,20.1,41.4668,-81.70792,41.569957,-81.541194,18.027266828183077
34.1_16.1,20.1,41.469970000000004,-81.72552,41.569957,-81.541194,18.971396806902412
35.1,20.1,41.463988,-81.645973,41.569957,-81.541194,14.67750481954462
35.2,20.1,41.54031,-81.60699,41.569957,-81.541194,6.397878006991925
1.1,20.2,41.456319,-81.639257,41.50459,-81.6439,5.387436756184015
2.1,20.2,41.57947,-81.56615,41.50459,-81.6439,10.556877507291127
3.1,20.2,41.575635,-81.541699,41.50459,-81.6439,11.621625679152205
5.1_19.3_24.2,20.2,41.46274,-81.65997,41.50459,-81.6439,4.847646304352731
7.1_4.1,20.2,41.476985,-81.682376,41.50459,-81.6439,4.442584095018789
7.2,20.2,41.44539,-81.53876,41.50459,-81.6439,10.969480307002902
8.1_34.2,20.2,41.446336,-81.650709,41.50459,-81.6439,6.5096251119157
9.1_17.2,20.2,41.49211735298013,-81.67856,41.50459,-81.6439,3.2060414141607243
9.2,20.2,41.50604,-81.66306,41.50459,-81.6439,1.6054376299196336
11.1_32.1_18.2,20.2,41.56206,-81.564009,41.50459,-81.6439,9.233024461235692
12.1_5.2,20.2,41.49409,-81.70976,41.50459,-81.6439,5.6140526174924466
13.1_33.2,20.2,41.489571,-81.71175,41.50459,-81.6439,5.899023988742186
14.1,20.2,41.49537,-81.63033,41.50459,-81.6439,1.5275602783134372
15.1,20.2,41.552492,-81.591944,41.50459,-81.6439,6.868934093772134
18.1_26.1,20.2,41.47918,-81.75257,41.50459,-81.6439,9.492556529067455
19.1,20.2,41.462862,-81.647249,41.50459,-81.6439,4.653528175123203
19.2,20.2,41.46491,-81.59068,41.50459,-81.6439,6.261683263985926
20.1,20.2,41.569957,-81.541194,41.50459,-81.6439,11.233378900496545
20.2,20.2,41.50459,-81.6439,41.50459,-81.6439,0
21.1,20.2,41.486323,-81.624582,41.50459,-81.6439,2.594114687200784
22.1,20.2,41.44404,-81.72271,41.50459,-81.6439,9.414917168952778
23.1,20.2,41.449672,-81.564,41.50459,-81.6439,9.043314181059943
24.1_1.2,20.2,41.564906,-81.579597,41.50459,-81.6439,8.590320391606339
25.1,20.2,41.46717,-81.63003,41.50459,-81.6439,4.323174247408749
27.1,20.2,41.50541,-81.66791,41.50459,-81.6439,2.0037203467618134
28.1,20.2,41.46308,-81.69823,41.50459,-81.6439,6.471526453060793
29.1,20.2,41.43498,-81.81362,41.50459,-81.6439,16.138743098580537
30.1_17.1,20.2,41.47473,-81.72846,41.50459,-81.6439,7.795388022482133
31.2,20.2,41.47218,-81.69863,41.50459,-81.6439,5.8176753295418715
32.2,20.2,41.47214,-81.62353,41.50459,-81.6439,3.9917601745976623
33.1,20.2,41.4668,-81.70792,41.50459,-81.6439,6.796986135372786
34.1_16.1,20.2,41.469970000000004,-81.72552,41.50459,-81.6439,7.821618215482052
35.1,20.2,41.463988,-81.645973,41.50459,-81.6439,4.523098851527993
35.2,20.2,41.54031,-81.60699,41.50459,-81.6439,5.027374479975133
1.1,21.1,41.456319,-81.639257,41.486323,-81.624582,3.557258575294879
2.1,21.1,41.57947,-81.56615,41.486323,-81.624582,11.45542724595717
3.1,21.1,41.575635,-81.541699,41.486323,-81.624582,12.105878567651477
5.1_19.3_24.2,21.1,41.46274,-81.65997,41.486323,-81.624582,3.950155675017782
7.1_4.1,21.1,41.476985,-81.682376,41.486323,-81.624582,4.930666352655471
7.2,21.1,41.44539,-81.53876,41.486323,-81.624582,8.48615481024974
8.1_34.2,21.1,41.446336,-81.650709,41.486323,-81.624582,4.956235200579734
9.1_17.2,21.1,41.49211735298013,-81.67856,41.486323,-81.624582,4.547059246842094
9.2,21.1,41.50604,-81.66306,41.486323,-81.624582,3.8871922180469984
11.1_32.1_18.2,21.1,41.56206,-81.564009,41.486323,-81.624582,9.826852649661136
12.1_5.2,21.1,41.49409,-81.70976,41.486323,-81.624582,7.155082648669699
13.1_33.2,21.1,41.489571,-81.71175,41.486323,-81.624582,7.277828904833238
14.1,21.1,41.49537,-81.63033,41.486323,-81.624582,1.1153438107789324
15.1,21.1,41.552492,-81.591944,41.486323,-81.624582,7.852173954948462
18.1_26.1,21.1,41.47918,-81.75257,41.486323,-81.624582,10.703208808681264
19.1,21.1,41.462862,-81.647249,41.486323,-81.624582,3.224133940441369
19.2,21.1,41.46491,-81.59068,41.486323,-81.624582,3.6982703791097014
20.1,21.1,41.569957,-81.541194,41.486323,-81.624582,11.617694553066087
