device_eui,location_name,device_number,device_status,latitude,longitude,datetime_utc,pm25,temperature_c,humidity,sensor_id,site_id
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-19T14:30:00Z,2.686,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-19T17:00:00Z,2.816,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-19T18:00:00Z,4.536,21.3,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-19T18:30:00Z,3.165,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-19T19:30:00Z,1.695,20.9,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-19T22:30:00Z,5.046,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T01:30:00Z,2.362,12.5,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T02:00:00Z,2.95,12.4,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T02:30:00Z,3.195,12.1,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T03:00:00Z,8.775,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T03:30:00Z,3.111,10.5,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T04:30:00Z,4.931,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T05:30:00Z,5.632,9.7,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T06:30:00Z,8.988,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T07:00:00Z,7.596,8.8,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T07:30:00Z,17.057,8.4,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T10:00:00Z,5.897,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T11:00:00Z,2.572,11.3,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T13:00:00Z,2.692,13.6,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T13:30:00Z,6.947,15.2,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T14:00:00Z,16.559,15,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T14:30:00Z,7.984,16.7,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T15:00:00Z,3.28,17.3,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T15:30:00Z,3.705,18.5,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T16:00:00Z,3.355,17.5,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T16:30:00Z,2.107,16.4,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T17:00:00Z,3.63,16.4,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T17:30:00Z,2.714,15.2,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T18:00:00Z,4.284,16.2,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T18:30:00Z,1.295,16.3,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T19:00:00Z,5.846,16.4,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T19:30:00Z,6.626,17,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T20:00:00Z,1.241,16.6,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T20:30:00Z,1.072,18.3,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T21:00:00Z,4.771,18.9,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T21:30:00Z,4.831,18.8,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T22:00:00Z,2.388,18.5,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T22:30:00Z,3.286,18,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T23:00:00Z,2.972,16.7,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-20T23:30:00Z,4.893,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-21T00:00:00Z,5.462,14.1,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-21T00:30:00Z,6.05,14.4,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-21T03:00:00Z,5.287,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-21T03:30:00Z,3.449,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-21T04:00:00Z,9.285,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-21T04:30:00Z,3.393,13.1,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-21T12:00:00Z,75.045,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-21T14:00:00Z,47.355,15.8,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-21T14:30:00Z,28.286,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-21T15:30:00Z,21.228,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-21T16:00:00Z,18.427,20.5,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-21T16:30:00Z,11.281,20.9,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-21T17:30:00Z,17.962,20.4,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-21T20:30:00Z,25.635,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-21T21:30:00Z,40.453,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-21T22:00:00Z,14.988,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-21T22:30:00Z,5.25,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-22T03:00:00Z,23.822,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-22T04:00:00Z,14.287,12.9,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-22T06:30:00Z,9.283,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-22T09:30:00Z,15.262,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-22T10:30:00Z,5.752,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-22T11:30:00Z,7.63,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-22T12:30:00Z,5.355,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-22T13:30:00Z,8.192,11.2,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-22T14:00:00Z,4.458,11.3,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-22T14:30:00Z,3.624,11,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-22T15:00:00Z,10.04,11.1,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-22T15:30:00Z,4.426,11.2,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-22T16:00:00Z,9.111,11.1,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-22T16:30:00Z,9.13,11.2,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-22T17:00:00Z,12.585,10.9,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-22T17:30:00Z,9.497,11,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-22T18:00:00Z,10.305,11.4,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-22T18:30:00Z,4.488,10.5,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-22T19:00:00Z,6.497,10.7,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-22T19:30:00Z,7.699,10.6,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-22T20:00:00Z,13.674,10.9,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-22T20:30:00Z,9.916,10.9,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-22T21:00:00Z,13,11.2,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-22T21:30:00Z,15.047,11,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-22T22:00:00Z,10.403,10.9,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-22T22:30:00Z,11.838,10.9,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-22T23:00:00Z,7.658,10.8,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-22T23:30:00Z,5.879,11,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T00:00:00Z,14.237,11,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T00:30:00Z,5.059,10.8,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T01:00:00Z,2.803,10.7,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T01:30:00Z,9.821,10.8,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T02:00:00Z,2.126,10.8,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T02:30:00Z,3.794,10.6,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T03:00:00Z,2.391,10.5,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T03:30:00Z,4.143,10.5,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T04:00:00Z,2.799,10.5,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T04:30:00Z,3.628,10.5,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T05:00:00Z,1.521,10.5,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T05:30:00Z,1.122,10.2,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T06:00:00Z,4.374,10.3,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T06:30:00Z,2.264,10.5,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T07:00:00Z,2.18,10.7,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T07:30:00Z,2.111,10.5,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T08:00:00Z,1.1,10.5,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T08:30:00Z,0.68,10.4,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T09:00:00Z,2.165,9.3,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T09:30:00Z,0.663,8.8,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T10:00:00Z,3.447,8.4,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T10:30:00Z,0.765,8.6,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T11:00:00Z,2.901,9.3,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T11:30:00Z,1.636,9.7,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T12:00:00Z,1.476,9.7,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T12:30:00Z,0.579,9.9,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T13:00:00Z,5.324,10.4,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T13:30:00Z,0.502,11.8,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T14:00:00Z,1.217,12.4,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T14:30:00Z,0.784,12.8,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T15:00:00Z,0.591,13.9,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T15:30:00Z,2.019,12.4,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T16:00:00Z,2.466,14.3,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T16:30:00Z,1.099,14.1,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T17:00:00Z,2.832,16.2,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T17:30:00Z,0.989,15.3,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T18:00:00Z,0.989,15.9,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T18:30:00Z,0.492,15.7,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T19:00:00Z,4.907,16.6,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T19:30:00Z,1.102,18.7,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T20:00:00Z,1.844,20.1,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T20:30:00Z,1.164,16.1,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T21:30:00Z,1.963,18.3,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-23T23:00:00Z,1.853,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-24T00:00:00Z,1.073,13.6,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-24T00:30:00Z,1.085,13.6,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-24T01:00:00Z,1.038,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-24T01:30:00Z,3.953,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-24T02:30:00Z,2.432,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-24T05:30:00Z,0.962,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-24T07:30:00Z,3.722,11.4,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-24T09:30:00Z,1.582,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-24T11:30:00Z,1.431,11.1,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-24T13:00:00Z,1.061,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-24T15:00:00Z,2.723,16.7,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-24T17:00:00Z,1.053,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-24T18:00:00Z,1.957,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-24T19:00:00Z,1.362,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-24T20:30:00Z,1.049,22.1,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-25T00:00:00Z,1.084,15,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-25T02:30:00Z,7.477,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-25T03:00:00Z,8.462,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-25T04:30:00Z,7.018,9.5,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-25T05:30:00Z,7.133,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-25T06:00:00Z,13.439,8,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-25T06:30:00Z,5.567,7.6,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-25T07:30:00Z,10.429,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-25T08:00:00Z,8.847,7.2,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-25T09:30:00Z,6.96,6.4,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-25T10:00:00Z,14.426,6.7,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-25T10:30:00Z,16.257,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-25T11:00:00Z,13.809,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-25T13:00:00Z,4.547,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-25T13:30:00Z,2.86,18.2,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-25T14:00:00Z,1.301,19.9,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-25T14:30:00Z,3.907,20.1,0,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-25T15:00:00Z,6.136,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-25T18:00:00Z,1.66,NA,NA,7.1,7.1_4.1
0004A30B00084474,St. Theodosius Monitoring Site Collocated Sensor,7,Active,41.476985,-81.682376,2025-05-25T20:00:00Z,4.73,24.8,0,7.1,7.1_4.1
